Season,Week,Celebrity,Rank_mean,Rank_sd,Rank_cv,Rank_CI_width
8,3,David Alan Grier,6.995,1.1585841865472346,0.1656303340310557,4.0
8,3,Denise Richards,7.477,4.388248822449307,0.5868996686437484,9.0
8,3,Gilles Marini,8.665,3.4147379746380886,0.394084013230016,8.0
8,3,Holly Madison,6.59,2.38108579634787,0.3613180267599196,7.0
8,3,Lawrence Taylor,6.716,3.860861335278729,0.5748751243714605,9.0
8,3,Lil' Kim,4.265,3.878636206041863,0.9094105993064158,9.0
8,3,Melissa Rycroft,4.439,1.698577099858633,0.3826485919933843,5.0
8,3,Shawn Johnson,2.448,1.4647325494579007,0.5983384597458745,3.0
8,3,Steve Wozniak,9.174,1.5563245632406328,0.16964514532817015,5.0
8,3,Steve-O,7.155,1.6467199782254074,0.23014954272891786,5.0
8,3,Ty Murray,4.664,3.3520650859343917,0.718710352901885,9.0
8,5,Chuck Wicks,7.153,1.6297997567944496,0.2278484211931287,4.0
8,5,David Alan Grier,4.889,1.562408435755555,0.31957628057998666,4.0
8,5,Gilles Marini,4.962,1.8729826651798098,0.37746526908097744,5.0
8,5,Lawrence Taylor,3.272,2.286316522978226,0.6987519935752524,6.0
8,5,Lil' Kim,2.297,1.343352372088424,0.5848290692592181,3.0
8,5,Melissa Rycroft,8.491,0.7351594789292044,0.08658102448818801,2.0
8,5,Shawn Johnson,2.562,0.9701015911218254,0.37865011363068907,4.0
8,5,Steve-O,4.199,1.6882681212559956,0.40206432990140406,5.0
8,5,Ty Murray,7.175,1.2680626889010587,0.1767334758050256,4.0
8,6,Chuck Wicks,4.755,1.856993113456112,0.3905348293283096,5.0
8,6,Gilles Marini,5.186,1.0538095247787973,0.20320276220185063,4.0
8,6,Lawrence Taylor,5.077,1.9387701848929464,0.381873189854825,5.0
8,6,Lil' Kim,1.776,1.1946762118880796,0.672678047234279,3.0
8,6,Melissa Rycroft,4.436,0.5442427768929968,0.12268773149075672,1.0
8,6,Shawn Johnson,1.985,0.9928548538234383,0.5001787676692384,4.0
8,6,Steve-O,7.825,0.4739194020079781,0.06056477980932627,2.0
8,6,Ty Murray,4.96,2.2089090699436404,0.4453445705531533,6.0
8,7,Chuck Wicks,4.202,1.8056734080271706,0.42971761257191116,4.0
8,7,Gilles Marini,2.442,1.5726121928527417,0.6439853369585347,4.0
8,7,Lawrence Taylor,3.365,1.8174372280984228,0.5401002163739741,4.024999999999977
8,7,Lil' Kim,6.592,0.5402109105042472,0.08194947064688217,1.0249999999999986
8,7,Melissa Rycroft,2.945,0.8041278639753888,0.27304851068773817,3.0
8,7,Shawn Johnson,4.322,0.46747677432631296,0.10816214121386232,1.0
8,7,Ty Murray,4.132,2.645671101171794,0.6402882626262814,6.0
8,8,Chuck Wicks,4.149,0.7051923824718304,0.16996683115734643,2.0
8,8,Gilles Marini,5.44,0.49864681754589457,0.09166301793123062,1.0
8,8,Lil' Kim,2.299,1.097635551448569,0.4774404312520961,3.0
8,8,Melissa Rycroft,2.728,1.7958956654664662,0.6583195254642471,5.0
8,8,Shawn Johnson,4.046,2.021873381785311,0.4997215476483715,5.0
8,8,Ty Murray,2.338,0.6116617775618566,0.2616175267587068,3.0
8,9,Gilles Marini,1.837,0.7648633969644619,0.4163654855549602,2.0
8,9,Lil' Kim,4.537,0.8070206207292862,0.17787538477612655,3.0
8,9,Melissa Rycroft,2.591,0.901405309243035,0.3478986141424295,3.0
8,9,Shawn Johnson,2.839,1.3231892645535746,0.4660758240766377,3.0
8,9,Ty Murray,3.196,1.5032777001751354,0.47036223409735145,4.0
8,10,Gilles Marini,2.04,1.058073494384733,0.518663477639575,3.0
8,10,Melissa Rycroft,2.5,1.5007505629691607,0.6003002251876642,3.0
8,10,Shawn Johnson,3.101,0.8997825340650978,0.29015883072076676,2.0
8,10,Ty Murray,2.359,0.47994723600553146,0.203453682071018,1.0
9,2,Aaron Carter,7.118,6.110107152039923,0.8584022410845634,13.0
9,2,Chuck Liddell,9.489,1.6639253732207004,0.17535307969445676,5.0
9,2,Debi Mazar,7.096,4.217412781619861,0.5943366377705553,10.0
9,2,Donny Osmond,2.728,1.424094113478475,0.522028633973048,4.0
9,2,Joanna Krupa,10.611,2.8554916972095774,0.26910674745166124,7.0
9,2,Kathy Ireland,7.866,1.714930023349345,0.21801805534570876,4.0
9,2,Kelly Osbourne,6.55,3.0094113305689127,0.4594521115372386,7.0
9,2,Louie Vito,8.083,2.9774109518129963,0.368354689077446,7.0
9,2,Mark Dacascos,4.32,2.083252250674397,0.48223431728574007,5.0
9,2,Melissa Joan Hart,7.12,1.0884781967429502,0.15287615122794243,3.0
9,2,Michael Irvin,7.606,6.4068566248833605,0.8423424434503498,13.0
9,2,Mya,4.188,0.39599597575330586,0.09455491302609978,1.0
9,2,Natalie Coughlin,12.044,1.165943147594866,0.09680697007596031,3.0
9,2,Tom DeLay,10.181,1.8584113357092646,0.18253721006868331,5.0
9,3,Aaron Carter,8.257,2.8825787517881034,0.3491072728337294,8.0
9,3,Chuck Liddell,7.87,1.512411117185862,0.19217422073517942,6.0
9,3,Debi Mazar,12.45,0.6826169980054452,0.05482867453858998,3.0
9,3,Donny Osmond,6.652,2.0564836797614334,0.30915268787754563,6.0
9,3,Joanna Krupa,10.715,1.2054991614382102,0.1125057546839207,4.0
9,3,Kelly Osbourne,1.664,0.9757335989172742,0.5863783647339388,3.0
9,3,Louie Vito,5.177,2.446969280285034,0.4726616342061105,6.0
9,3,Mark Dacascos,5.11,3.844304706794023,0.7523101187463841,9.0
9,3,Melissa Joan Hart,6.981,1.076939552063531,0.15426723278377466,3.0
9,3,Michael Irvin,11.185,1.7232947353092982,0.1540719477254625,4.0
9,3,Mya,4.289,1.3353884312297535,0.3113519308066574,5.0
9,3,Natalie Coughlin,3.53,1.3692972558852863,0.3879029053499395,3.0
9,3,Tom DeLay,7.12,4.190842774808328,0.5886015133157764,11.0
9,4,Aaron Carter,5.62,3.496831112282637,0.622211941687302,8.0
9,4,Chuck Liddell,9.188,1.8520491586580758,0.20157261195669088,4.0
9,4,Donny Osmond,5.938,1.4464605933962555,0.24359390255915386,4.0
9,4,Joanna Krupa,3.152,2.196296819585122,0.6967946762643152,5.0
9,4,Kelly Osbourne,4.624,1.4151419104198089,0.30604280069632545,4.0
9,4,Louie Vito,9.539,0.7423139699817254,0.07781884578904763,3.0
9,4,Mark Dacascos,3.801,2.844906411904,0.7484626182330966,7.0
9,4,Melissa Joan Hart,6.874,3.2524917682759327,0.47315853480883513,8.0
9,4,Michael Irvin,6.917,3.902478743099101,0.5641866044671247,9.0
9,4,Mya,4.854,1.8198890065045168,0.3749256296877867,5.0
9,4,Natalie Coughlin,5.493,2.622370650352049,0.47740226658511725,7.0
9,5,Aaron Carter,6.589,1.2718870612977777,0.19303188060369975,3.0
9,5,Donny Osmond,5.768,1.4533713525070902,0.25197145501163143,5.0
9,5,Joanna Krupa,5.086,4.096753273921604,0.8054961214946135,9.0
9,5,Kelly Osbourne,6.601,2.121862696147256,0.32144564401564246,6.0
9,5,Louie Vito,4.737,2.1373814351676677,0.45120992931553044,6.0
9,5,Mark Dacascos,3.497,1.982907693999628,0.5670310820702397,6.0
9,5,Melissa Joan Hart,4.395,3.486995000589209,0.7934004551966346,8.0
9,5,Michael Irvin,9.206,1.255842801126455,0.13641568554491149,3.0
9,5,Mya,5.968,2.587986412961566,0.43364383595200506,7.0
9,5,Natalie Coughlin,3.153,0.8284185399164345,0.2627397843058784,3.0
9,8,Aaron Carter,2.002,0.9994973711796321,0.49924943615366246,2.0
9,8,Donny Osmond,3.861,0.3461196307619647,0.08964507401242287,1.0
9,8,Joanna Krupa,2.145,1.1795619383340437,0.5499123255636568,3.0
9,8,Kelly Osbourne,3.494,1.508721392517598,0.4318034895585569,3.0
9,8,Mya,3.498,1.5034148649844647,0.42979270010990983,3.0
9,9,Donny Osmond,2.758,0.42850859923649093,0.15536932532142528,1.0
9,9,Joanna Krupa,2.72,1.3279169263788164,0.48820475234515304,3.0
9,9,Kelly Osbourne,1.28,0.4492235543710968,0.35095590185241937,1.0
9,9,Mya,3.242,0.8367413794812206,0.2580941947813759,2.0
10,2,Aiden Turner,8.45,1.5504528060872746,0.183485539181926,5.0
10,2,Buzz Aldrin,8.699,1.6616739030748966,0.19101895655533932,5.0
10,2,Chad Ochocinco,8.677,1.9845930589442284,0.22871880361233474,5.0
10,2,Erin Andrews,3.089,1.8095174365983193,0.5857939257359402,4.0
10,2,Evan Lysacek,3.587,1.2609603566413263,0.3515362020187695,5.0
10,2,Jake Pavelka,5.463,3.1582599015289428,0.5781182320206741,9.0
10,2,Kate Gosselin,6.879,2.1468507092874365,0.312087615828963,7.0
10,2,Nicole Scherzinger,3.598,1.9010549729058361,0.5283643615636009,6.0
10,2,Niecy Nash,6.034,3.6182780346369094,0.5996483318920964,10.0
10,2,Pamela Anderson,3.672,2.966684549664358,0.8079206289935615,9.0
10,2,Shannen Doherty,7.852,2.360013912176296,0.3005621385858757,7.0
10,3,Aiden Turner,6.224,1.3340178423108153,0.21433448623245746,5.0
10,3,Buzz Aldrin,9.746,0.5965231259891269,0.06120696962744992,2.0
10,3,Chad Ochocinco,6.104,1.0947065279710277,0.17934248492316968,4.0
10,3,Erin Andrews,4.603,2.571770791692954,0.5587162267418976,7.0
10,3,Evan Lysacek,1.104,0.3395575051435314,0.30757020393435813,1.0
10,3,Jake Pavelka,8.847,0.6496252866176109,0.07342887833362845,3.0
10,3,Kate Gosselin,6.548,1.920256072346442,0.29325841055993307,7.0
10,3,Nicole Scherzinger,4.128,0.8320506645080624,0.20156266097579031,4.0
10,3,Niecy Nash,2.859,0.7494535880764602,0.2621383658889333,3.0
10,3,Pamela Anderson,4.837,2.5398586342318112,0.5250896494173685,7.0
10,4,Aiden Turner,8.36,0.7161793859871373,0.08566739066831786,2.0
10,4,Chad Ochocinco,4.944,1.4152267899057265,0.28625137336280876,5.0
10,4,Erin Andrews,4.952,2.2141812479105223,0.44712868495769836,6.0
10,4,Evan Lysacek,4.343,1.7828431028919873,0.41050957929817805,6.0
10,4,Jake Pavelka,5.651,2.195910066696954,0.3885878723583356,6.0
10,4,Kate Gosselin,5.0,4.002001501251095,0.8004003002502189,8.0
10,4,Nicole Scherzinger,3.12,1.0967236674763623,0.35151399598601357,3.0
10,4,Niecy Nash,5.426,1.6343791467083746,0.30121252243058877,6.0
10,4,Pamela Anderson,3.204,2.374873475371693,0.741221434260828,6.0
10,5,Chad Ochocinco,3.961,1.2095213689480404,0.3053575786286393,4.0
10,5,Erin Andrews,4.31,3.343812357337218,0.7758265330248766,7.0
10,5,Evan Lysacek,4.106,2.291290905584451,0.5580348040877864,6.0
10,5,Jake Pavelka,5.308,1.2460692952996992,0.23475306995096068,5.0
10,5,Kate Gosselin,7.625,0.4905258562151598,0.06433125983149637,1.0
10,5,Nicole Scherzinger,3.84,2.352856973115012,0.6127231700820345,6.0
10,5,Niecy Nash,4.428,0.7452324277508134,0.16830000626712138,3.0
10,5,Pamela Anderson,2.422,0.7671404724719616,0.31673842794052914,3.0
10,6,Chad Ochocinco,2.317,1.3646880132005899,0.5889892158828613,3.0
10,6,Erin Andrews,2.692,0.830557539142127,0.30852806060257315,3.0
10,6,Evan Lysacek,2.914,1.2768062633909008,0.4381627533942693,3.0249999999999773
10,6,Jake Pavelka,6.413,0.7368676773844637,0.11490217953913358,2.0
10,6,Nicole Scherzinger,3.765,2.386518483161291,0.6338694510388555,6.0
10,6,Niecy Nash,5.244,0.47401338450373814,0.09039156836455724,1.0
10,6,Pamela Anderson,4.655,1.947245944087897,0.4183127699436943,5.0
10,7,Chad Ochocinco,2.675,1.4378603695917216,0.5375178951744753,4.0
10,7,Erin Andrews,3.532,1.1367797800226167,0.32185157984785295,3.0
10,7,Evan Lysacek,3.819,2.2084193705263764,0.5782716340734162,5.0
10,7,Nicole Scherzinger,3.915,0.9532490145201745,0.24348633831932937,2.0
10,7,Niecy Nash,3.65,2.3687784005919825,0.6489803837238308,5.0
10,7,Pamela Anderson,3.409,1.3317253817857841,0.3906498626535008,4.0
10,8,Chad Ochocinco,2.621,0.6721687368591392,0.25645506938540225,2.0
10,8,Erin Andrews,3.308,1.3049286719353053,0.39447662392240185,3.0
10,8,Evan Lysacek,2.93,1.1842729847896145,0.4041887320101073,3.0
10,8,Nicole Scherzinger,1.428,0.7664224705757285,0.5367104135684374,2.0
10,8,Niecy Nash,4.713,0.4591751755505102,0.09742736591353919,1.0
10,9,Chad Ochocinco,3.282,0.6744856788182615,0.20551056636753853,2.0
10,9,Erin Andrews,2.403,1.046750536988965,0.43560155513481685,3.0
10,9,Evan Lysacek,2.994,0.9812884015043319,0.3277516371089953,3.0
10,9,Nicole Scherzinger,1.321,0.4839351125855544,0.3663399792472024,1.0
11,1,Audrina Patridge,5.945,4.354875421862253,0.7325274048548785,10.0
11,1,Brandy,5.302,2.6114393762091463,0.49253854700285676,8.0
11,1,Bristol Palin,7.807,3.2397912351334064,0.41498542783827413,7.0
11,1,David Hasselhoff,5.607,4.215010951031719,0.7517408509063168,10.0
11,1,Florence Henderson,7.509,1.14158758850218,0.15202924337490745,4.024999999999999
11,1,Jennifer Grey,5.013,1.3426219250532272,0.2678280321271149,5.0
11,1,Kurt Warner,2.563,1.6597547366360446,0.6475828078954524,4.0
11,1,Kyle Massey,5.555,2.7089321352358224,0.4876565499974478,9.0
11,1,Margaret Cho,7.176,1.8596995678018755,0.2591554581663706,6.0
11,1,Michael Bolton,11.994,0.07726558075864033,0.00644201940625649,0.0
11,1,Rick Fox,4.285,2.0605875426734537,0.48088390727501834,5.0
11,1,The Situation,9.244,1.082421191420251,0.11709446034403409,4.0
11,2,Audrina Patridge,6.22,0.9394053877227246,0.15102980510011652,4.0
11,2,Brandy,5.561,4.198321677159208,0.754958043006511,10.0
11,2,Bristol Palin,7.254,1.2826258726258133,0.17681635961205036,4.0
11,2,Florence Henderson,7.13,2.8108719289574546,0.3942316870908071,8.0
11,2,Jennifer Grey,5.58,2.7689830745721915,0.4962335259089949,8.0
11,2,Kurt Warner,4.425,1.4894944087151163,0.3366089059243201,5.0
11,2,Kyle Massey,4.648,3.7515556999956927,0.8071333261608634,9.0
11,2,Margaret Cho,7.073,3.8010681550215746,0.5374053661843029,8.0
11,2,Michael Bolton,5.437,2.307239552875764,0.42435893928191354,7.0
11,2,Rick Fox,2.725,1.205333077546546,0.4423240651546958,4.0
11,2,The Situation,9.947,1.219704340682068,0.12262032177360693,3.0
11,3,Audrina Patridge,1.808,1.2809280919617527,0.708477926969996,4.0
11,3,Brandy,6.64,2.49732589716213,0.37610329776538104,8.0
11,3,Bristol Palin,7.897,1.4596306113265511,0.18483355848126518,5.0
11,3,Florence Henderson,4.235,1.5113103781351662,0.35686195469543475,6.0
11,3,Jennifer Grey,5.643,2.5694655384248986,0.45533679575135544,8.0
11,3,Kurt Warner,4.019,2.061283068355215,0.5128845654031388,6.0
11,3,Kyle Massey,7.483,1.2559013847783942,0.16783394157134762,5.0
11,3,Margaret Cho,6.032,1.679224760356932,0.27838606769843033,6.0
11,3,Rick Fox,2.265,0.8997691840603259,0.39724908788535357,3.0
11,3,The Situation,8.978,1.70717029918823,0.19015040088975607,6.0
11,4,Audrina Patridge,4.488,2.169461353092643,0.48339156708837855,7.0
11,4,Brandy,1.991,0.8146057835435386,0.4091440399515513,3.0
11,4,Bristol Palin,5.157,0.7368133372122779,0.14287635005085864,3.0
11,4,Florence Henderson,2.595,1.1464245676403177,0.4417821069904885,3.0
11,4,Jennifer Grey,4.662,2.8251969378678257,0.6060053491779978,7.0
11,4,Kurt Warner,6.355,1.0724388677799426,0.1687551326168281,3.0
11,4,Kyle Massey,5.689,1.7926216813629396,0.315103125569158,5.0
11,4,Rick Fox,5.25,2.855109744239554,0.5438304274742007,8.0
11,4,The Situation,8.813,0.3901066305296325,0.04426490758307415,1.0
11,5,Audrina Patridge,6.068,2.0609763762895548,0.33964673307342697,5.0
11,5,Brandy,3.762,2.7959208095318386,0.7432006404922484,6.0
11,5,Bristol Palin,4.723,2.9844896009499142,0.631905484003793,7.0
11,5,Florence Henderson,5.041,1.5968308829894506,0.3167686734753919,5.0
11,5,Jennifer Grey,2.757,1.5723941692283852,0.5703279540182753,5.0
11,5,Kurt Warner,5.229,2.1962200213963947,0.4200076537380751,6.0
11,5,Kyle Massey,4.405,1.4124340586271522,0.3206433731276168,6.0
11,5,Rick Fox,4.015,1.436258276856164,0.3577231075606885,4.0
11,6,Audrina Patridge,2.29,0.8286052055029504,0.36183633428076434,3.0
11,6,Brandy,3.799,2.8118509038541686,0.740155541946346,6.0
11,6,Bristol Palin,4.077,1.1420925423867259,0.28013062113974146,5.0
11,6,Jennifer Grey,3.858,0.6559468471349384,0.17002251092144594,2.0
11,6,Kurt Warner,5.596,0.7545550697950106,0.13483828981326137,2.0
11,6,Kyle Massey,4.193,2.831919979584658,0.6753923156653132,6.0
11,6,Rick Fox,4.187,1.8696327250362639,0.44653277407123565,5.0
11,7,Brandy,1.391,0.5425987591336838,0.39007818773090136,2.0
11,7,Bristol Palin,3.149,1.3238397000964852,0.420400031786753,4.0
11,7,Jennifer Grey,2.889,1.6208967599160369,0.5610580685067625,4.0
11,7,Kurt Warner,5.226,0.774289043912881,0.14816093454130902,2.0
11,7,Kyle Massey,3.575,0.850351749629586,0.23786062926701707,2.0
11,7,Rick Fox,4.77,1.4032352151614031,0.2941792903902313,4.0
11,8,Brandy,2.475,0.4996244836120669,0.20186847822709772,1.0
11,8,Bristol Palin,4.577,0.4942826269608465,0.10799270853415917,1.0
11,8,Jennifer Grey,2.525,0.4996244836120669,0.19787108261864036,1.0
11,8,Kurt Warner,4.423,0.4942826269608465,0.11175279831807518,1.0
11,8,Kyle Massey,1.0,0.0,0.0,0.0
11,9,Brandy,2.302,0.8133003488610204,0.35330162852346675,3.0
11,9,Bristol Palin,3.677,0.5630168629694745,0.15311853765827427,2.0
11,9,Jennifer Grey,2.821,0.783308733879926,0.2776705898191868,2.0
11,9,Kyle Massey,1.2,0.4383972994809528,0.365331082900794,1.0
12,2,Chelsea Kane,10.213,1.06806917930056,0.10457937719578576,4.0
12,2,Chris Jericho,7.295,1.5570482970670496,0.2134404793786223,6.024999999999999
12,2,Hines Ward,6.61,1.7212968549506105,0.2604079962103798,7.0
12,2,Kendra Wilkinson,3.561,1.5603569186931923,0.43817942114383385,6.0
12,2,Kirstie Alley,5.076,2.014517878372461,0.3968711344311389,7.0
12,2,Mike Catherwood,4.818,1.762379636168661,0.36579070904289357,7.0
12,2,Petra Nemcova,5.106,2.1967224653081665,0.4302237495707338,8.0
12,2,Ralph Macchio,5.634,4.497362590482368,0.7982539209233879,10.0
12,2,Romeo,5.201,3.816695713069902,0.733838821970756,9.0
12,2,Sugar Ray Leonard,4.707,3.346393483938993,0.7109397671423396,10.0
12,2,Wendy Williams,7.779,2.953791442177982,0.37971351615605886,9.0
12,3,Chelsea Kane,6.869,0.8869191764899583,0.12911911144125177,3.0
12,3,Chris Jericho,9.349,0.7400991465653415,0.07916345561721483,2.0
12,3,Hines Ward,4.783,1.5557414088888073,0.32526477292260236,7.0
12,3,Kendra Wilkinson,3.715,2.4543428445917654,0.6606575624742302,7.0
12,3,Kirstie Alley,2.65,1.9680887615586278,0.7426750043617464,6.0
12,3,Petra Nemcova,6.565,2.8358097285990147,0.4319588314697661,8.0
12,3,Ralph Macchio,7.769,1.3301911172490999,0.1712178037391041,5.0
12,3,Romeo,4.469,1.4223438621029945,0.31826893311769844,5.0
12,3,Sugar Ray Leonard,2.156,0.8708745158875775,0.4039306659960934,4.0
12,3,Wendy Williams,6.675,2.8052173256709088,0.42025727725406875,7.0
12,4,Chelsea Kane,6.275,1.3495170233073002,0.21506247383383267,5.0
12,4,Chris Jericho,5.93,2.115555618643853,0.35675474176118943,6.0
12,4,Hines Ward,3.522,1.7890546991963987,0.5079655591131172,5.0
12,4,Kendra Wilkinson,7.355,1.2167396826994077,0.16543027636973592,4.0
12,4,Kirstie Alley,5.528,3.171951651156946,0.5737973319748456,8.0
12,4,Petra Nemcova,4.943,3.937162969988955,0.7965128403781014,8.0
12,4,Ralph Macchio,3.299,0.981102217692714,0.2973938216710258,3.0249999999999773
12,4,Romeo,4.204,2.144990672470392,0.5102261352213112,7.0
12,4,Sugar Ray Leonard,3.944,1.6720226253432278,0.4239408279267819,6.0
12,5,Chelsea Kane,2.495,0.7060265387883613,0.2829765686526498,2.0
12,5,Chris Jericho,4.46,3.4583753932099905,0.7754204917511189,7.0
12,5,Hines Ward,4.181,2.8510291768705853,0.6819012621072914,6.0
12,5,Kendra Wilkinson,5.624,1.3184697047571332,0.23443629174202227,5.0
12,5,Kirstie Alley,6.088,0.52012164589308,0.08543391029781208,2.0
12,5,Petra Nemcova,6.5,1.5007505629691607,0.2308847019952555,3.0
12,5,Ralph Macchio,3.964,0.9558334675128392,0.2411285235905245,4.0
12,5,Romeo,2.688,0.8862513421380198,0.3297066004977752,3.0
12,6,Chelsea Kane,2.277,1.2131540474081364,0.5327861429109074,4.0
12,6,Chris Jericho,5.098,1.2065868604670995,0.23667847400296185,4.0
12,6,Hines Ward,2.382,1.5557944904441898,0.6531463016138496,5.0
12,6,Kendra Wilkinson,4.901,1.3538951333216442,0.27624875195299825,4.0
12,6,Kirstie Alley,4.501,2.5004502097124934,0.5555321505693164,5.0
12,6,Ralph Macchio,5.217,1.062562958153558,0.20367317580095037,3.0
12,6,Romeo,3.624,1.9946434775675084,0.5503983105870608,6.0
12,7,Chelsea Kane,2.641,1.6458517028662782,0.6231926175184697,4.0
12,7,Hines Ward,3.758,1.3073427802780513,0.3478825918781403,3.0
12,7,Kendra Wilkinson,4.004,2.036696377011589,0.5086654288240733,5.0
12,7,Kirstie Alley,3.801,0.7265858014900421,0.19115648552750383,3.0
12,7,Ralph Macchio,3.555,2.443142227530756,0.6872411329200439,5.0
12,7,Romeo,3.241,1.1109244587968856,0.34277212551585484,4.0
12,8,Chelsea Kane,2.921,0.9086168524656499,0.3110636263148408,4.0
12,8,Hines Ward,2.42,0.9594376063718374,0.39646182081480885,3.0
12,8,Kirstie Alley,3.251,1.3167128512825919,0.40501779491928386,4.0
12,8,Ralph Macchio,2.641,1.7283246529822187,0.6544205425907682,4.0
12,8,Romeo,3.767,1.5553553067161632,0.41288964871679407,4.0
12,9,Chelsea Kane,1.025,0.20595489170548345,0.20093160166388632,0.0
12,9,Hines Ward,2.484,0.6558766455471442,0.26404051753105645,2.0
12,9,Kirstie Alley,3.176,0.8244414495303495,0.25958483927278003,2.0
12,9,Ralph Macchio,3.315,0.7431872760800788,0.22418922355356827,2.0
13,1,Carson Kressley,6.291,3.120906768722683,0.4960907278211227,7.0
13,1,Chaz Bono,6.831,1.9063244931210093,0.27906960812780107,6.0
13,1,Chynna Phillips,6.519,4.467392594858504,0.6852880188462194,9.0
13,1,David Arquette,4.058,3.1762752910799037,0.7827193915918935,8.0
13,1,Elisabetta Canalis,8.298,1.6679262507610995,0.2010034045265244,6.0
13,1,Hope Solo,5.84,2.191164348286363,0.375199374706569,7.0
13,1,J.R. Martinez,1.556,0.5960027006811456,0.38303515467939947,2.0
13,1,Kristin Cavallari,6.656,2.442463844078276,0.36695670734349106,7.0
13,1,Metta World Peace (Ron),6.234,2.2712116595338276,0.36432654147157967,9.0
13,1,Nancy Grace,11.984,0.14753225330674566,0.012310768800629644,0.0
13,1,Ricki Lake,5.568,2.5612371885352467,0.4599923111593475,7.0
13,1,Rob Kardashian,8.165,2.4437157663580162,0.2992915819176995,7.0
13,2,Carson Kressley,7.675,0.8695580090661756,0.1132974604646483,3.0
13,2,Chaz Bono,6.282,4.381743451604129,0.6975077127672922,10.0
13,2,Chynna Phillips,8.321,1.4758513262307749,0.1773646588427803,5.0
13,2,David Arquette,7.537,2.869645599349485,0.38074109053330035,7.0
13,2,Elisabetta Canalis,6.344,2.114269172582842,0.3332706766366396,7.0
13,2,Hope Solo,4.987,0.5432551206625909,0.10893425319081429,2.0
13,2,J.R. Martinez,4.34,3.3698302265478826,0.7764585775455951,8.0
13,2,Kristin Cavallari,6.593,3.124277854498878,0.47387803041087184,8.0
13,2,Nancy Grace,1.82,0.9708463022242719,0.5334320341891604,3.0
13,2,Ricki Lake,3.18,0.6180469092083399,0.19435437396488675,2.0
13,2,Rob Kardashian,8.921,1.9085076372394747,0.2139342716331661,5.0
13,3,Carson Kressley,1.492,1.0493031197118576,0.7032862732653201,4.0
13,3,Chaz Bono,7.638,2.6172133665037336,0.3426568953264904,8.0
13,3,Chynna Phillips,5.749,2.042589330034594,0.35529471734816387,6.0
13,3,David Arquette,4.647,1.4534453906162088,0.31277068874891517,5.0
13,3,Hope Solo,5.644,1.970570259378525,0.349144269911149,7.0
13,3,J.R. Martinez,4.417,2.065763388768999,0.46768471559180413,7.0
13,3,Kristin Cavallari,7.647,1.402982308997287,0.18346832862525003,5.0
13,3,Nancy Grace,7.273,2.187980406278415,0.30083602451236285,7.0
13,3,Ricki Lake,2.348,0.788363823064908,0.3357597202150375,3.0
13,3,Rob Kardashian,8.145,2.3386843404881397,0.28713128796662246,8.0
13,4,Carson Kressley,4.767,2.0071720752690188,0.42105560630774463,6.0
13,4,Chaz Bono,3.504,0.9533587430201145,0.27207726684364,3.0
13,4,Chynna Phillips,4.784,1.1227664960287178,0.2346919933170397,4.0
13,4,David Arquette,1.572,0.607606110227,0.3865178818237913,2.0
13,4,Hope Solo,6.893,2.3235640619423323,0.3370903905327626,7.0
13,4,J.R. Martinez,5.088,2.0010647816250877,0.3932910341244276,6.0
13,4,Nancy Grace,6.1,2.004499443257098,0.32860646610772104,6.0
13,4,Ricki Lake,4.302,3.3538103768764334,0.779593300064257,8.0
13,4,Rob Kardashian,7.99,0.6902002436803224,0.08638300922156726,3.0
13,5,Carson Kressley,7.401,0.5869783160761082,0.07931067640536525,2.0
13,5,Chaz Bono,4.699,2.543396915125099,0.5412634422483718,7.0
13,5,David Arquette,3.585,2.389243286792595,0.6664555890634853,6.0
13,5,Hope Solo,4.039,1.695391799364782,0.4197553353218079,6.0
13,5,J.R. Martinez,3.071,1.5812841172475804,0.5149085370392642,5.0
13,5,Nancy Grace,5.768,2.226911568773025,0.3860803690660584,5.0
13,5,Ricki Lake,3.451,1.421837058393338,0.4120072611977218,4.0
13,5,Rob Kardashian,3.986,1.6218614103660134,0.4068894657215287,5.0
13,6,Chaz Bono,2.555,1.088190773329364,0.42590636920914443,4.0
13,6,David Arquette,4.133,2.290536521768985,0.5542067558115134,6.0
13,6,Hope Solo,4.721,1.2250141467181757,0.2594819205079804,4.0
13,6,J.R. Martinez,2.472,1.3118448600870976,0.5306815777051366,4.0
13,6,Nancy Grace,4.874,1.2512752253959518,0.25672450254328105,4.0
13,6,Ricki Lake,3.807,2.6786052202454034,0.7036000053179415,6.0
13,6,Rob Kardashian,5.438,1.3408780533493543,0.2465755890675532,4.0
13,7,David Arquette,1.662,0.9330737519760305,0.5614162165920761,3.0
13,7,Hope Solo,2.265,0.9400312008963632,0.4150248127577762,3.0
13,7,J.R. Martinez,3.555,1.1420504714237805,0.32125189069585947,5.0
13,7,Nancy Grace,5.457,0.6830941498926905,0.12517759756142394,2.0
13,7,Ricki Lake,4.113,1.2640525419573465,0.30733103378491283,4.0
13,7,Rob Kardashian,3.948,1.7528172661085832,0.4439760045867739,5.0
13,8,Hope Solo,1.955,0.22588941105334268,0.11554445578176095,1.0
13,8,J.R. Martinez,4.214,0.6947565664941114,0.16486866789134108,2.0
13,8,Nancy Grace,3.664,0.8257032068399552,0.22535567872269519,2.0
13,8,Ricki Lake,4.118,0.8226498360497938,0.19976926567503492,2.0
13,8,Rob Kardashian,1.049,0.21597603025716916,0.20588754075993249,1.0
