Celebrity,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,Age,Season,results,placement,Score,Week,Judge_ID,Final_Rank,Final_Status,Elim_Week,Active,Total_Score,Max_Possible_Score,Percent_Score,Standardized_Score,Num_Judges,Week_Rank
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,4,4,,Eliminated,4.0,1,24.0,30,0.12121212121212122,-0.26211121699831136,3,4.0
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,5,1,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,5,2,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,5,3,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,5,4,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,6,1,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,6,2,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,6,3,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,6,4,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,7,1,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,7,2,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,7,3,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,7,4,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,8,1,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,8,2,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,8,3,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,8,4,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,9,1,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,9,2,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,9,3,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,9,4,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,10,1,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,10,2,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,10,3,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,10,4,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,11,1,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,11,2,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,11,3,,Eliminated,4.0,0,,0,,,0,
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,,11,4,,Eliminated,4.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,7.0,1,1,,Eliminated,5.0,1,22.0,30,0.10377358490566038,0.6853674935774307,3,3.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,7.0,1,2,,Eliminated,5.0,1,22.0,30,0.10377358490566038,0.6853674935774307,3,3.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,8.0,1,3,,Eliminated,5.0,1,22.0,30,0.10377358490566038,0.6853674935774307,3,3.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,1,4,,Eliminated,5.0,1,22.0,30,0.10377358490566038,0.6853674935774307,3,3.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,7.0,2,1,,Eliminated,5.0,1,23.0,30,0.1,0.0,3,4.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,8.0,2,2,,Eliminated,5.0,1,23.0,30,0.1,0.0,3,4.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,8.0,2,3,,Eliminated,5.0,1,23.0,30,0.1,0.0,3,4.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,2,4,,Eliminated,5.0,1,23.0,30,0.1,0.0,3,4.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,7.0,3,1,,Eliminated,5.0,1,22.0,30,0.10628019323671498,-0.3872983346207417,3,3.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,7.0,3,2,,Eliminated,5.0,1,22.0,30,0.10628019323671498,-0.3872983346207417,3,3.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,8.0,3,3,,Eliminated,5.0,1,22.0,30,0.10628019323671498,-0.3872983346207417,3,3.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,3,4,,Eliminated,5.0,1,22.0,30,0.10628019323671498,-0.3872983346207417,3,3.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,9.0,4,1,,Eliminated,5.0,1,28.0,30,0.1414141414141414,1.1358152736593492,3,2.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,9.0,4,2,,Eliminated,5.0,1,28.0,30,0.1414141414141414,1.1358152736593492,3,2.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,10.0,4,3,,Eliminated,5.0,1,28.0,30,0.1414141414141414,1.1358152736593492,3,2.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,4,4,,Eliminated,5.0,1,28.0,30,0.1414141414141414,1.1358152736593492,3,2.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,9.0,5,1,,Eliminated,5.0,1,27.0,30,0.14917127071823205,0.8432740427115676,3,1.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,9.0,5,2,,Eliminated,5.0,1,27.0,30,0.14917127071823205,0.8432740427115676,3,1.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,9.0,5,3,,Eliminated,5.0,1,27.0,30,0.14917127071823205,0.8432740427115676,3,1.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,5,4,,Eliminated,5.0,1,27.0,30,0.14917127071823205,0.8432740427115676,3,1.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,6,1,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,6,2,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,6,3,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,6,4,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,7,1,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,7,2,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,7,3,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,7,4,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,8,1,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,8,2,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,8,3,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,8,4,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,9,1,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,9,2,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,9,3,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,9,4,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,10,1,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,10,2,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,10,3,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,10,4,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,11,1,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,11,2,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,11,3,,Eliminated,5.0,0,,0,,,0,
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,,11,4,,Eliminated,5.0,0,,0,,,0,
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,7.0,1,1,1.0,Winner,,1,21.0,30,0.10194174757281553,0.7054158099788757,3,3.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,7.0,1,2,1.0,Winner,,1,21.0,30,0.10194174757281553,0.7054158099788757,3,3.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,7.0,1,3,1.0,Winner,,1,21.0,30,0.10194174757281553,0.7054158099788757,3,3.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,1,4,1.0,Winner,,1,21.0,30,0.10194174757281553,0.7054158099788757,3,3.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,8.0,2,1,1.0,Winner,,1,26.0,30,0.10612244897959183,1.455035554024736,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9.0,2,2,1.0,Winner,,1,26.0,30,0.10612244897959183,1.455035554024736,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9.0,2,3,1.0,Winner,,1,26.0,30,0.10612244897959183,1.455035554024736,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,2,4,1.0,Winner,,1,26.0,30,0.10612244897959183,1.455035554024736,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,7.0,3,1,1.0,Winner,,1,23.0,30,0.10550458715596331,0.491539152311424,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,8.0,3,2,1.0,Winner,,1,23.0,30,0.10550458715596331,0.491539152311424,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,8.0,3,3,1.0,Winner,,1,23.0,30,0.10550458715596331,0.491539152311424,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,3,4,1.0,Winner,,1,23.0,30,0.10550458715596331,0.491539152311424,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9.0,4,1,1.0,Winner,,1,26.0,30,0.1368421052631579,1.1154442784394667,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,8.0,4,2,1.0,Winner,,1,26.0,30,0.1368421052631579,1.1154442784394667,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9.0,4,3,1.0,Winner,,1,26.0,30,0.1368421052631579,1.1154442784394667,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,4,4,1.0,Winner,,1,26.0,30,0.1368421052631579,1.1154442784394667,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,10.0,5,1,1.0,Winner,,1,30.0,30,0.17045454545454544,1.4729193886373175,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,10.0,5,2,1.0,Winner,,1,30.0,30,0.17045454545454544,1.4729193886373175,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,10.0,5,3,1.0,Winner,,1,30.0,30,0.17045454545454544,1.4729193886373175,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,5,4,1.0,Winner,,1,30.0,30,0.17045454545454544,1.4729193886373175,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9.0,6,1,1.0,Winner,,1,28.0,30,0.16470588235294117,1.1315047637120363,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9.0,6,2,1.0,Winner,,1,28.0,30,0.16470588235294117,1.1315047637120363,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,10.0,6,3,1.0,Winner,,1,28.0,30,0.16470588235294117,1.1315047637120363,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,6,4,1.0,Winner,,1,28.0,30,0.16470588235294117,1.1315047637120363,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9.0,7,1,1.0,Winner,,1,27.0,30,0.17475728155339806,0.3275608910402092,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,8.5,7,2,1.0,Winner,,1,27.0,30,0.17475728155339806,0.3275608910402092,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9.5,7,3,1.0,Winner,,1,27.0,30,0.17475728155339806,0.3275608910402092,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,7,4,1.0,Winner,,1,27.0,30,0.17475728155339806,0.3275608910402092,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,10.0,8,1,1.0,Winner,,1,29.0,30,0.23107569721115537,1.1013258647135646,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9.0,8,2,1.0,Winner,,1,29.0,30,0.23107569721115537,1.1013258647135646,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,10.0,8,3,1.0,Winner,,1,29.0,30,0.23107569721115537,1.1013258647135646,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,8,4,1.0,Winner,,1,29.0,30,0.23107569721115537,1.1013258647135646,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,10.0,9,1,1.0,Winner,,1,29.5,30,0.2489451476793249,-0.30151134457776363,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9.5,9,2,1.0,Winner,,1,29.5,30,0.2489451476793249,-0.30151134457776363,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,10.0,9,3,1.0,Winner,,1,29.5,30,0.2489451476793249,-0.30151134457776363,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,9,4,1.0,Winner,,1,29.5,30,0.2489451476793249,-0.30151134457776363,3,2.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9.6666,10,1,1.0,Winner,,1,29.3332,30,0.33976850076853665,1.3363233895988211,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9.6666,10,2,1.0,Winner,,1,29.3332,30,0.33976850076853665,1.3363233895988211,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,10.0,10,3,1.0,Winner,,1,29.3332,30,0.33976850076853665,1.3363233895988211,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,10,4,1.0,Winner,,1,29.3332,30,0.33976850076853665,1.3363233895988211,3,1.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,11,1,1.0,Winner,,0,,0,,,0,
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,11,2,1.0,Winner,,0,,0,,,0,
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,11,3,1.0,Winner,,0,,0,,,0,
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,,11,4,1.0,Winner,,0,,0,,,0,
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,5.0,1,1,,Eliminated,8.0,1,13.0,30,0.06310679611650485,-1.777647841146766,3,9.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,4.0,1,2,,Eliminated,8.0,1,13.0,30,0.06310679611650485,-1.777647841146766,3,9.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,4.0,1,3,,Eliminated,8.0,1,13.0,30,0.06310679611650485,-1.777647841146766,3,9.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,,1,4,,Eliminated,8.0,1,13.0,30,0.06310679611650485,-1.777647841146766,3,9.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7.0,2,1,,Eliminated,8.0,1,21.0,30,0.08571428571428572,-0.49684140869137355,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7.0,2,2,,Eliminated,8.0,1,21.0,30,0.08571428571428572,-0.49684140869137355,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7.0,2,3,,Eliminated,8.0,1,21.0,30,0.08571428571428572,-0.49684140869137355,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,,2,4,,Eliminated,8.0,1,21.0,30,0.08571428571428572,-0.49684140869137355,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7.0,3,1,,Eliminated,8.0,1,21.0,30,0.0963302752293578,-0.3276927682076165,3,3.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7.0,3,2,,Eliminated,8.0,1,21.0,30,0.0963302752293578,-0.3276927682076165,3,3.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7.0,3,3,,Eliminated,8.0,1,21.0,30,0.0963302752293578,-0.3276927682076165,3,3.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,,3,4,,Eliminated,8.0,1,21.0,30,0.0963302752293578,-0.3276927682076165,3,3.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7.0,4,1,,Eliminated,8.0,1,21.0,30,0.11052631578947368,-0.025351006328169605,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7.0,4,2,,Eliminated,8.0,1,21.0,30,0.11052631578947368,-0.025351006328169605,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7.0,4,3,,Eliminated,8.0,1,21.0,30,0.11052631578947368,-0.025351006328169605,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,,4,4,,Eliminated,8.0,1,21.0,30,0.11052631578947368,-0.025351006328169605,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6.0,5,1,,Eliminated,8.0,1,17.0,30,0.09659090909090909,-0.9205746178983234,3,7.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6.0,5,2,,Eliminated,8.0,1,17.0,30,0.09659090909090909,-0.9205746178983234,3,7.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,5.0,5,3,,Eliminated,8.0,1,17.0,30,0.09659090909090909,-0.9205746178983234,3,7.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,,5,4,,Eliminated,8.0,1,17.0,30,0.09659090909090909,-0.9205746178983234,3,7.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7.0,6,1,,Eliminated,8.0,1,21.0,30,0.12352941176470589,-1.0009465217452624,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7.0,6,2,,Eliminated,8.0,1,21.0,30,0.12352941176470589,-1.0009465217452624,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7.0,6,3,,Eliminated,8.0,1,21.0,30,0.12352941176470589,-1.0009465217452624,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,,6,4,,Eliminated,8.0,1,21.0,30,0.12352941176470589,-1.0009465217452624,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6.0,7,1,,Eliminated,8.0,1,19.0,30,0.12297734627831715,-1.7688288116171298,3,4.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6.5,7,2,,Eliminated,8.0,1,19.0,30,0.12297734627831715,-1.7688288116171298,3,4.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6.5,7,3,,Eliminated,8.0,1,19.0,30,0.12297734627831715,-1.7688288116171298,3,4.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,,7,4,,Eliminated,8.0,1,19.0,30,0.12297734627831715,-1.7688288116171298,3,4.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6.5,8,1,,Eliminated,8.0,1,19.0,30,0.15139442231075698,-1.722586608910961,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6.5,8,2,,Eliminated,8.0,1,19.0,30,0.15139442231075698,-1.722586608910961,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6.0,8,3,,Eliminated,8.0,1,19.0,30,0.15139442231075698,-1.722586608910961,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,,8,4,,Eliminated,8.0,1,19.0,30,0.15139442231075698,-1.722586608910961,3,5.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,,9,1,,Eliminated,8.0,0,,0,,,0,
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,,9,2,,Eliminated,8.0,0,,0,,,0,
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,,9,3,,Eliminated,8.0,0,,0,,,0,
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,,9,4,,Eliminated,8.0,0,,0,,,0,
