Season,Celebrity,Week,Total_Score,Num_Judges,Avg_Score,Std_Score,Age,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,results,placement,Final_Rank,Final_Status,Elim_Week,Active,Max_Possible_Score,Percent_Score,Standardized_Score,Week_Rank
11,Rick Fox,1,22.0,3,7.333333333333333,0.5773502691896257,41,Cheryl Burke,Athlete,,Canada,Eliminated Week 7,6,,Eliminated,7.0,1,30,0.09691629955947137,0.955654496673008,3.0
11,Rick Fox,2,21.0,3,7.0,0.0,41,Cheryl Burke,Athlete,,Canada,Eliminated Week 7,6,,Eliminated,7.0,1,30,0.09502262443438914,0.28891599832849413,4.0
11,Rick Fox,3,24.0,3,8.0,0.0,41,Cheryl Burke,Athlete,,Canada,Eliminated Week 7,6,,Eliminated,7.0,1,30,0.1085972850678733,0.7575796116874545,2.0
11,Rick Fox,4,19.5,3,6.5,0.5,41,Cheryl Burke,Athlete,,Canada,Eliminated Week 7,6,,Eliminated,7.0,1,30,0.10893854748603352,-0.09329187948570417,5.0
11,Rick Fox,5,24.0,3,8.0,0.0,41,Cheryl Burke,Athlete,,Canada,Eliminated Week 7,6,,Eliminated,7.0,1,30,0.13186813186813187,0.4583492485141057,3.0
11,Rick Fox,6,30.0,3,10.0,0.0,41,Cheryl Burke,Athlete,,Canada,Eliminated Week 7,6,,Eliminated,7.0,1,30,0.14492802632665908,0.1092791500383588,3.0
11,Rick Fox,7,34.5,4,8.625,0.24999999999999983,41,Cheryl Burke,Athlete,,Canada,Eliminated Week 7,6,,Eliminated,7.0,1,40,0.16546762589928057,-0.17066403719657228,3.0
11,Rick Fox,8,,0,,,41,Cheryl Burke,Athlete,,Canada,Eliminated Week 7,6,,Eliminated,7.0,0,0,,,
11,Rick Fox,9,,0,,,41,Cheryl Burke,Athlete,,Canada,Eliminated Week 7,6,,Eliminated,7.0,0,0,,,
11,Rick Fox,10,,0,,,41,Cheryl Burke,Athlete,,Canada,Eliminated Week 7,6,,Eliminated,7.0,0,0,,,
11,Rick Fox,11,,0,,,41,Cheryl Burke,Athlete,,Canada,Eliminated Week 7,6,,Eliminated,7.0,0,0,,,
11,The Situation,1,15.0,3,5.0,0.0,28,Karina Smirnoff,TV Personality,New York,United States,Eliminated Week 4,9,,Eliminated,4.0,1,30,0.06607929515418502,-1.2139394957738217,7.0
11,The Situation,2,18.0,3,6.0,0.0,28,Karina Smirnoff,TV Personality,New York,United States,Eliminated Week 4,9,,Eliminated,4.0,1,30,0.08144796380090498,-0.6645067961555354,6.0
11,The Situation,3,20.0,3,6.666666666666667,0.5773502691896257,28,Karina Smirnoff,TV Personality,New York,United States,Eliminated Week 4,9,,Eliminated,4.0,1,30,0.09049773755656108,-0.8373248339703456,4.0
11,The Situation,4,14.0,3,4.666666666666667,0.2886751345948129,28,Karina Smirnoff,TV Personality,New York,United States,Eliminated Week 4,9,,Eliminated,4.0,1,30,0.0782122905027933,-1.4127056036406618,9.0
11,The Situation,5,,0,,,28,Karina Smirnoff,TV Personality,New York,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
11,The Situation,6,,0,,,28,Karina Smirnoff,TV Personality,New York,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
11,The Situation,7,,0,,,28,Karina Smirnoff,TV Personality,New York,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
11,The Situation,8,,0,,,28,Karina Smirnoff,TV Personality,New York,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
11,The Situation,9,,0,,,28,Karina Smirnoff,TV Personality,New York,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
11,The Situation,10,,0,,,28,Karina Smirnoff,TV Personality,New York,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
11,The Situation,11,,0,,,28,Karina Smirnoff,TV Personality,New York,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
12,Chelsea Kane,1,21.0,3,7.0,0.0,22,Mark Ballas,Actor/Actress,Arizona,United States,3rd Place,3,3.0,Finalist,,1,30,0.10144927536231885,0.6729265849104535,3.0
12,Chelsea Kane,2,18.0,3,6.0,1.0,22,Mark Ballas,Actor/Actress,Arizona,United States,3rd Place,3,3.0,Finalist,,1,30,0.08333333333333333,-0.6862435664967211,5.0
12,Chelsea Kane,3,23.0,3,7.666666666666667,0.5773502691896257,22,Mark Ballas,Actor/Actress,Arizona,United States,3rd Place,3,3.0,Finalist,,1,30,0.10747663551401869,0.5788596842339379,2.0
12,Chelsea Kane,4,26.0,3,8.666666666666666,0.5773502691896258,22,Mark Ballas,Actor/Actress,Arizona,United States,3rd Place,3,3.0,Finalist,,1,30,0.1262135922330097,1.3630186738314591,1.0
12,Chelsea Kane,5,26.0,3,8.666666666666666,0.5773502691896258,22,Mark Ballas,Actor/Actress,Arizona,United States,3rd Place,3,3.0,Finalist,,1,30,0.13402061855670103,0.8551861104941365,2.0
12,Chelsea Kane,6,28.0,3,9.333333333333334,0.5773502691896258,22,Mark Ballas,Actor/Actress,Arizona,United States,3rd Place,3,3.0,Finalist,,1,30,0.15555555555555556,1.1147728228665879,1.0
12,Chelsea Kane,7,32.0,4,8.0,0.408248290463863,22,Mark Ballas,Actor/Actress,Arizona,United States,3rd Place,3,3.0,Finalist,,1,40,0.16976127320954906,0.447213595499957,2.0
12,Chelsea Kane,8,27.5,3,9.166666666666666,0.28867513459481314,22,Mark Ballas,Actor/Actress,Arizona,United States,3rd Place,3,3.0,Finalist,,1,30,0.21153846153846154,0.9486832980505138,1.0
12,Chelsea Kane,9,36.5,3,12.166666666666666,0.28867513459481314,22,Mark Ballas,Actor/Actress,Arizona,United States,3rd Place,3,3.0,Finalist,,1,30,0.31063829787234043,1.53941646848971,1.0
12,Chelsea Kane,10,29.666600000000003,3,9.888866666666667,0.19248857974782105,22,Mark Ballas,Actor/Actress,Arizona,United States,3rd Place,3,3.0,Finalist,,1,30,0.33969480071129965,0.707106781186546,1.0
12,Chelsea Kane,11,,0,,,22,Mark Ballas,Actor/Actress,Arizona,United States,3rd Place,3,3.0,Finalist,,0,0,,,
12,Chris Jericho,1,19.0,3,6.333333333333333,0.5773502691896257,40,Cheryl Burke,Athlete,New York,United States,Eliminated Week 6,7,,Eliminated,6.0,1,30,0.09178743961352658,0.05607721540920492,4.0
12,Chris Jericho,2,23.0,3,7.666666666666667,0.5773502691896257,40,Cheryl Burke,Athlete,New York,United States,Eliminated Week 6,7,,Eliminated,6.0,1,30,0.10648148148148148,1.410611775576593,1.0
12,Chris Jericho,3,21.0,3,7.0,0.0,40,Cheryl Burke,Athlete,New York,United States,Eliminated Week 6,7,,Eliminated,6.0,1,30,0.09813084112149532,-0.14471492105848383,3.0
12,Chris Jericho,4,23.0,3,7.666666666666667,0.5773502691896257,40,Cheryl Burke,Athlete,New York,United States,Eliminated Week 6,7,,Eliminated,6.0,1,30,0.11165048543689321,0.04867923835112337,3.0
12,Chris Jericho,5,26.0,3,8.666666666666666,0.5773502691896258,40,Cheryl Burke,Athlete,New York,United States,Eliminated Week 6,7,,Eliminated,6.0,1,30,0.13402061855670103,0.8551861104941365,2.0
12,Chris Jericho,6,22.0,3,7.333333333333333,0.5773502691896257,40,Cheryl Burke,Athlete,New York,United States,Eliminated Week 6,7,,Eliminated,6.0,1,30,0.12222222222222222,-1.8115058371582067,6.0
12,Chris Jericho,7,,0,,,40,Cheryl Burke,Athlete,New York,United States,Eliminated Week 6,7,,Eliminated,6.0,0,0,,,
12,Chris Jericho,8,,0,,,40,Cheryl Burke,Athlete,New York,United States,Eliminated Week 6,7,,Eliminated,6.0,0,0,,,
12,Chris Jericho,9,,0,,,40,Cheryl Burke,Athlete,New York,United States,Eliminated Week 6,7,,Eliminated,6.0,0,0,,,
12,Chris Jericho,10,,0,,,40,Cheryl Burke,Athlete,New York,United States,Eliminated Week 6,7,,Eliminated,6.0,0,0,,,
12,Chris Jericho,11,,0,,,40,Cheryl Burke,Athlete,New York,United States,Eliminated Week 6,7,,Eliminated,6.0,0,0,,,
12,Hines Ward,1,21.0,3,7.0,0.0,35,Kym Johnson,Athlete,,South Korea,1st Place,1,1.0,Winner,,1,30,0.10144927536231885,0.6729265849104535,3.0
12,Hines Ward,2,23.0,3,7.666666666666667,0.5773502691896257,35,Kym Johnson,Athlete,,South Korea,1st Place,1,1.0,Winner,,1,30,0.10648148148148148,1.410611775576593,1.0
12,Hines Ward,3,25.0,3,8.333333333333334,0.5773502691896258,35,Kym Johnson,Athlete,,South Korea,1st Place,1,1.0,Winner,,1,30,0.11682242990654206,1.3024342895263594,1.0
12,Hines Ward,4,25.0,3,8.333333333333334,0.5773502691896258,35,Kym Johnson,Athlete,,South Korea,1st Place,1,1.0,Winner,,1,30,0.12135922330097088,0.9249055286713472,2.0
12,Hines Ward,5,27.0,3,9.0,0.0,35,Kym Johnson,Athlete,,South Korea,1st Place,1,1.0,Winner,,1,30,0.13917525773195877,1.3438638879193574,1.0
12,Hines Ward,6,27.0,3,9.0,0.0,35,Kym Johnson,Athlete,,South Korea,1st Place,1,1.0,Winner,,1,30,0.15,0.6270597128624554,2.0
12,Hines Ward,7,33.0,4,8.25,0.5,35,Kym Johnson,Athlete,,South Korea,1st Place,1,1.0,Winner,,1,40,0.17506631299734748,1.2138654734998848,1.0
12,Hines Ward,8,27.0,3,9.0,0.0,35,Kym Johnson,Athlete,,South Korea,1st Place,1,1.0,Winner,,1,30,0.2076923076923077,0.6324555320336759,2.0
12,Hines Ward,9,30.0,3,10.0,0.0,35,Kym Johnson,Athlete,,South Korea,1st Place,1,1.0,Winner,,1,30,0.2553191489361702,0.13503653232365878,2.0
12,Hines Ward,10,29.666600000000003,3,9.888866666666667,0.19248857974782105,35,Kym Johnson,Athlete,,South Korea,1st Place,1,1.0,Winner,,1,30,0.33969480071129965,0.707106781186546,1.0
12,Hines Ward,11,,0,,,35,Kym Johnson,Athlete,,South Korea,1st Place,1,1.0,Winner,,0,0,,,
12,Kendra Wilkinson,1,18.0,3,6.0,0.0,25,Louis van Amstel,TV Personality,California,United States,Eliminated Week 7,6,,Eliminated,7.0,1,30,0.08695652173913043,-0.2523474693414194,5.0
12,Kendra Wilkinson,2,19.0,3,6.333333333333333,0.5773502691896257,25,Louis van Amstel,TV Personality,California,United States,Eliminated Week 7,6,,Eliminated,7.0,1,30,0.08796296296296297,-0.2668724980820583,4.0
12,Kendra Wilkinson,3,23.0,3,7.666666666666667,0.5773502691896257,25,Louis van Amstel,TV Personality,California,United States,Eliminated Week 7,6,,Eliminated,7.0,1,30,0.10747663551401869,0.5788596842339379,2.0
12,Kendra Wilkinson,4,18.0,3,6.0,0.0,25,Louis van Amstel,TV Personality,California,United States,Eliminated Week 7,6,,Eliminated,7.0,1,30,0.08737864077669903,-2.1418864874494363,6.0
12,Kendra Wilkinson,5,22.0,3,7.333333333333333,0.5773502691896257,25,Louis van Amstel,TV Personality,California,United States,Eliminated Week 7,6,,Eliminated,7.0,1,30,0.1134020618556701,-1.099524999206747,4.0
12,Kendra Wilkinson,6,25.0,3,8.333333333333334,0.5773502691896255,25,Louis van Amstel,TV Personality,California,United States,Eliminated Week 7,6,,Eliminated,7.0,1,30,0.1388888888888889,-0.34836650714580936,4.0
12,Kendra Wilkinson,7,30.5,4,7.625,0.25,25,Louis van Amstel,TV Personality,California,United States,Eliminated Week 7,6,,Eliminated,7.0,1,40,0.16180371352785147,-0.7027642214999348,3.0
12,Kendra Wilkinson,8,,0,,,25,Louis van Amstel,TV Personality,California,United States,Eliminated Week 7,6,,Eliminated,7.0,0,0,,,
12,Kendra Wilkinson,9,,0,,,25,Louis van Amstel,TV Personality,California,United States,Eliminated Week 7,6,,Eliminated,7.0,0,0,,,
12,Kendra Wilkinson,10,,0,,,25,Louis van Amstel,TV Personality,California,United States,Eliminated Week 7,6,,Eliminated,7.0,0,0,,,
12,Kendra Wilkinson,11,,0,,,25,Louis van Amstel,TV Personality,California,United States,Eliminated Week 7,6,,Eliminated,7.0,0,0,,,
12,Kirstie Alley,1,23.0,3,7.666666666666667,0.5773502691896257,60,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,2nd Place,2,2.0,Finalist,,1,30,0.1111111111111111,1.2897759544117022,2.0
12,Kirstie Alley,2,20.0,3,6.666666666666667,0.5773502691896257,60,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,2nd Place,2,2.0,Finalist,,1,30,0.09259259259259259,0.15249857033260453,3.0
12,Kirstie Alley,3,21.0,3,7.0,0.0,60,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,2nd Place,2,2.0,Finalist,,1,30,0.09813084112149532,-0.14471492105848383,3.0
12,Kirstie Alley,4,22.0,3,7.333333333333333,0.5773502691896258,60,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,2nd Place,2,2.0,Finalist,,1,30,0.10679611650485436,-0.38943390680898854,4.0
12,Kirstie Alley,5,23.0,3,7.666666666666667,0.5773502691896257,60,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,2nd Place,2,2.0,Finalist,,1,30,0.11855670103092783,-0.6108472217815261,3.0
12,Kirstie Alley,6,26.0,3,8.666666666666666,0.5773502691896258,60,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,2nd Place,2,2.0,Finalist,,1,30,0.14444444444444443,0.13934660285832304,3.0
12,Kirstie Alley,7,30.0,4,7.5,0.5773502691896257,60,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,2nd Place,2,2.0,Finalist,,1,40,0.15915119363395225,-1.0860901604998987,4.0
12,Kirstie Alley,8,26.5,3,8.833333333333334,0.28867513459481275,60,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,2nd Place,2,2.0,Finalist,,1,30,0.20384615384615384,0.31622776601683794,3.0
12,Kirstie Alley,9,27.0,3,9.0,0.0,60,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,2nd Place,2,2.0,Finalist,,1,30,0.2297872340425532,-0.5131388228299033,3.0
12,Kirstie Alley,10,27.999899999999997,3,9.3333,0.0,60,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,2nd Place,2,2.0,Finalist,,1,30,0.32061039857740076,-1.4142135623730967,2.0
12,Kirstie Alley,11,,0,,,60,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,2nd Place,2,2.0,Finalist,,0,0,,,
12,Mike Catherwood,1,13.0,3,4.333333333333333,0.5773502691896257,32,Lacey Schwimmer,Radio Personality,California,United States,Eliminated Week 2,11,,Eliminated,2.0,1,30,0.06280193236714976,-1.794470893094541,8.0
12,Mike Catherwood,2,17.0,3,5.666666666666667,0.5773502691896257,32,Lacey Schwimmer,Radio Personality,California,United States,Eliminated Week 2,11,,Eliminated,2.0,1,30,0.0787037037037037,-1.105614634911384,6.0
12,Mike Catherwood,3,,0,,,32,Lacey Schwimmer,Radio Personality,California,United States,Eliminated Week 2,11,,Eliminated,2.0,0,0,,,
12,Mike Catherwood,4,,0,,,32,Lacey Schwimmer,Radio Personality,California,United States,Eliminated Week 2,11,,Eliminated,2.0,0,0,,,
12,Mike Catherwood,5,,0,,,32,Lacey Schwimmer,Radio Personality,California,United States,Eliminated Week 2,11,,Eliminated,2.0,0,0,,,
12,Mike Catherwood,6,,0,,,32,Lacey Schwimmer,Radio Personality,California,United States,Eliminated Week 2,11,,Eliminated,2.0,0,0,,,
12,Mike Catherwood,7,,0,,,32,Lacey Schwimmer,Radio Personality,California,United States,Eliminated Week 2,11,,Eliminated,2.0,0,0,,,
12,Mike Catherwood,8,,0,,,32,Lacey Schwimmer,Radio Personality,California,United States,Eliminated Week 2,11,,Eliminated,2.0,0,0,,,
12,Mike Catherwood,9,,0,,,32,Lacey Schwimmer,Radio Personality,California,United States,Eliminated Week 2,11,,Eliminated,2.0,0,0,,,
12,Mike Catherwood,10,,0,,,32,Lacey Schwimmer,Radio Personality,California,United States,Eliminated Week 2,11,,Eliminated,2.0,0,0,,,
12,Mike Catherwood,11,,0,,,32,Lacey Schwimmer,Radio Personality,California,United States,Eliminated Week 2,11,,Eliminated,2.0,0,0,,,
12,Petra Nemcova,1,18.0,3,6.0,0.0,31,Dmitry Chaplin,Model,,Czechoslovakia,Eliminated Week 5,8,,Eliminated,5.0,1,30,0.08695652173913043,-0.2523474693414194,5.0
12,Petra Nemcova,2,18.0,3,6.0,0.0,31,Dmitry Chaplin,Model,,Czechoslovakia,Eliminated Week 5,8,,Eliminated,5.0,1,30,0.08333333333333333,-0.6862435664967211,5.0
12,Petra Nemcova,3,25.0,3,8.333333333333334,0.5773502691896258,31,Dmitry Chaplin,Model,,Czechoslovakia,Eliminated Week 5,8,,Eliminated,5.0,1,30,0.11682242990654206,1.3024342895263594,1.0
12,Petra Nemcova,4,23.0,3,7.666666666666667,0.5773502691896257,31,Dmitry Chaplin,Model,,Czechoslovakia,Eliminated Week 5,8,,Eliminated,5.0,1,30,0.11165048543689321,0.04867923835112337,3.0
12,Petra Nemcova,5,22.0,3,7.333333333333333,0.5773502691896258,31,Dmitry Chaplin,Model,,Czechoslovakia,Eliminated Week 5,8,,Eliminated,5.0,1,30,0.1134020618556701,-1.099524999206747,4.0
12,Petra Nemcova,6,,0,,,31,Dmitry Chaplin,Model,,Czechoslovakia,Eliminated Week 5,8,,Eliminated,5.0,0,0,,,
12,Petra Nemcova,7,,0,,,31,Dmitry Chaplin,Model,,Czechoslovakia,Eliminated Week 5,8,,Eliminated,5.0,0,0,,,
12,Petra Nemcova,8,,0,,,31,Dmitry Chaplin,Model,,Czechoslovakia,Eliminated Week 5,8,,Eliminated,5.0,0,0,,,
12,Petra Nemcova,9,,0,,,31,Dmitry Chaplin,Model,,Czechoslovakia,Eliminated Week 5,8,,Eliminated,5.0,0,0,,,
12,Petra Nemcova,10,,0,,,31,Dmitry Chaplin,Model,,Czechoslovakia,Eliminated Week 5,8,,Eliminated,5.0,0,0,,,
12,Petra Nemcova,11,,0,,,31,Dmitry Chaplin,Model,,Czechoslovakia,Eliminated Week 5,8,,Eliminated,5.0,0,0,,,
12,Ralph Macchio,1,24.0,3,8.0,0.0,49,Karina Smirnoff,Actor/Actress,New York,United States,Eliminated Week 9,4,,Eliminated,9.0,1,30,0.11594202898550725,1.5982006391623265,1.0
12,Ralph Macchio,2,21.0,3,7.0,0.0,49,Karina Smirnoff,Actor/Actress,New York,United States,Eliminated Week 9,4,,Eliminated,9.0,1,30,0.09722222222222222,0.5718696387472674,2.0
12,Ralph Macchio,3,21.0,3,7.0,0.0,49,Karina Smirnoff,Actor/Actress,New York,United States,Eliminated Week 9,4,,Eliminated,9.0,1,30,0.09813084112149532,-0.14471492105848383,3.0
12,Ralph Macchio,4,25.0,3,8.333333333333334,0.5773502691896255,49,Karina Smirnoff,Actor/Actress,New York,United States,Eliminated Week 9,4,,Eliminated,9.0,1,30,0.12135922330097088,0.9249055286713472,2.0
12,Ralph Macchio,5,22.0,3,7.333333333333333,0.5773502691896257,49,Karina Smirnoff,Actor/Actress,New York,United States,Eliminated Week 9,4,,Eliminated,9.0,1,30,0.1134020618556701,-1.099524999206747,4.0
12,Ralph Macchio,6,24.0,3,8.0,0.0,49,Karina Smirnoff,Actor/Actress,New York,United States,Eliminated Week 9,4,,Eliminated,9.0,1,30,0.13333333333333333,-0.8360796171499417,5.0
12,Ralph Macchio,7,33.0,4,8.25,0.645497224367903,49,Karina Smirnoff,Actor/Actress,New York,United States,Eliminated Week 9,4,,Eliminated,9.0,1,40,0.17506631299734748,1.2138654734998848,1.0
12,Ralph Macchio,8,23.0,3,7.666666666666667,0.28867513459481275,49,Karina Smirnoff,Actor/Actress,New York,United States,Eliminated Week 9,4,,Eliminated,9.0,1,30,0.17692307692307693,-1.8973665961010275,5.0
12,Ralph Macchio,9,24.0,3,8.0,0.0,49,Karina Smirnoff,Actor/Actress,New York,United States,Eliminated Week 9,4,,Eliminated,9.0,1,30,0.20425531914893616,-1.1613141779834655,4.0
12,Ralph Macchio,10,,0,,,49,Karina Smirnoff,Actor/Actress,New York,United States,Eliminated Week 9,4,,Eliminated,9.0,0,0,,,
12,Ralph Macchio,11,,0,,,49,Karina Smirnoff,Actor/Actress,New York,United States,Eliminated Week 9,4,,Eliminated,9.0,0,0,,,
12,Romeo,1,19.0,3,6.333333333333333,0.5773502691896257,21,Chelsie Hightower,Singer/Rapper,Louisiana,United States,Eliminated Week 8,5,,Eliminated,8.0,1,30,0.09178743961352658,0.05607721540920492,4.0
12,Romeo,2,23.0,3,7.666666666666667,0.5773502691896257,21,Chelsie Hightower,Singer/Rapper,Louisiana,United States,Eliminated Week 8,5,,Eliminated,8.0,1,30,0.10648148148148148,1.410611775576593,1.0
12,Romeo,3,20.0,3,6.666666666666667,0.5773502691896257,21,Chelsie Hightower,Singer/Rapper,Louisiana,United States,Eliminated Week 8,5,,Eliminated,8.0,1,30,0.09345794392523364,-0.5065022237046947,4.0
12,Romeo,4,23.0,3,7.666666666666667,0.5773502691896257,21,Chelsie Hightower,Singer/Rapper,Louisiana,United States,Eliminated Week 8,5,,Eliminated,8.0,1,30,0.11165048543689321,0.04867923835112337,3.0
12,Romeo,5,26.0,3,8.666666666666666,0.5773502691896258,21,Chelsie Hightower,Singer/Rapper,Louisiana,United States,Eliminated Week 8,5,,Eliminated,8.0,1,30,0.13402061855670103,0.8551861104941365,2.0
12,Romeo,6,28.0,3,9.333333333333334,0.5773502691896258,21,Chelsie Hightower,Singer/Rapper,Louisiana,United States,Eliminated Week 8,5,,Eliminated,8.0,1,30,0.15555555555555556,1.1147728228665879,1.0
12,Romeo,7,30.0,4,7.5,0.408248290463863,21,Chelsie Hightower,Singer/Rapper,Louisiana,United States,Eliminated Week 8,5,,Eliminated,8.0,1,40,0.15915119363395225,-1.0860901604998987,4.0
12,Romeo,8,26.0,3,8.666666666666666,0.28867513459481275,21,Chelsie Hightower,Singer/Rapper,Louisiana,United States,Eliminated Week 8,5,,Eliminated,8.0,1,30,0.2,0.0,4.0
12,Romeo,9,,0,,,21,Chelsie Hightower,Singer/Rapper,Louisiana,United States,Eliminated Week 8,5,,Eliminated,8.0,0,0,,,
12,Romeo,10,,0,,,21,Chelsie Hightower,Singer/Rapper,Louisiana,United States,Eliminated Week 8,5,,Eliminated,8.0,0,0,,,
12,Romeo,11,,0,,,21,Chelsie Hightower,Singer/Rapper,Louisiana,United States,Eliminated Week 8,5,,Eliminated,8.0,0,0,,,
12,Sugar Ray Leonard,1,17.0,3,5.666666666666667,0.5773502691896257,54,Anna Trebunskaya,Athlete,North Carolina,United States,Eliminated Week 4,9,,Eliminated,4.0,1,30,0.0821256038647343,-0.5607721540920437,6.0
12,Sugar Ray Leonard,2,17.0,3,5.666666666666667,0.5773502691896257,54,Anna Trebunskaya,Athlete,North Carolina,United States,Eliminated Week 4,9,,Eliminated,4.0,1,30,0.0787037037037037,-1.105614634911384,6.0
12,Sugar Ray Leonard,3,20.0,3,6.666666666666667,0.5773502691896257,54,Anna Trebunskaya,Athlete,North Carolina,United States,Eliminated Week 4,9,,Eliminated,4.0,1,30,0.09345794392523364,-0.5065022237046947,4.0
12,Sugar Ray Leonard,4,21.0,3,7.0,0.0,54,Anna Trebunskaya,Athlete,North Carolina,United States,Eliminated Week 4,9,,Eliminated,4.0,1,30,0.10194174757281553,-0.8275470519691005,5.0
12,Sugar Ray Leonard,5,,0,,,54,Anna Trebunskaya,Athlete,North Carolina,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
12,Sugar Ray Leonard,6,,0,,,54,Anna Trebunskaya,Athlete,North Carolina,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
12,Sugar Ray Leonard,7,,0,,,54,Anna Trebunskaya,Athlete,North Carolina,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
12,Sugar Ray Leonard,8,,0,,,54,Anna Trebunskaya,Athlete,North Carolina,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
12,Sugar Ray Leonard,9,,0,,,54,Anna Trebunskaya,Athlete,North Carolina,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
12,Sugar Ray Leonard,10,,0,,,54,Anna Trebunskaya,Athlete,North Carolina,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
12,Sugar Ray Leonard,11,,0,,,54,Anna Trebunskaya,Athlete,North Carolina,United States,Eliminated Week 4,9,,Eliminated,4.0,0,0,,,
12,Wendy Williams,1,14.0,3,4.666666666666667,0.5773502691896257,46,Tony Dovolani,TV Personality,New Jersey,United States,Eliminated Week 3,10,,Eliminated,3.0,1,30,0.06763285024154589,-1.4860462083439168,7.0
12,Wendy Williams,2,17.0,3,5.666666666666667,0.5773502691896257,46,Tony Dovolani,TV Personality,New Jersey,United States,Eliminated Week 3,10,,Eliminated,3.0,1,30,0.0787037037037037,-1.105614634911384,6.0
12,Wendy Williams,3,15.0,3,5.0,0.0,46,Tony Dovolani,TV Personality,New Jersey,United States,Eliminated Week 3,10,,Eliminated,3.0,1,30,0.07009345794392523,-2.3154387369357488,5.0
12,Wendy Williams,4,,0,,,46,Tony Dovolani,TV Personality,New Jersey,United States,Eliminated Week 3,10,,Eliminated,3.0,0,0,,,
12,Wendy Williams,5,,0,,,46,Tony Dovolani,TV Personality,New Jersey,United States,Eliminated Week 3,10,,Eliminated,3.0,0,0,,,
12,Wendy Williams,6,,0,,,46,Tony Dovolani,TV Personality,New Jersey,United States,Eliminated Week 3,10,,Eliminated,3.0,0,0,,,
12,Wendy Williams,7,,0,,,46,Tony Dovolani,TV Personality,New Jersey,United States,Eliminated Week 3,10,,Eliminated,3.0,0,0,,,
12,Wendy Williams,8,,0,,,46,Tony Dovolani,TV Personality,New Jersey,United States,Eliminated Week 3,10,,Eliminated,3.0,0,0,,,
12,Wendy Williams,9,,0,,,46,Tony Dovolani,TV Personality,New Jersey,United States,Eliminated Week 3,10,,Eliminated,3.0,0,0,,,
12,Wendy Williams,10,,0,,,46,Tony Dovolani,TV Personality,New Jersey,United States,Eliminated Week 3,10,,Eliminated,3.0,0,0,,,
12,Wendy Williams,11,,0,,,46,Tony Dovolani,TV Personality,New Jersey,United States,Eliminated Week 3,10,,Eliminated,3.0,0,0,,,
13,Carson Kressley,1,17.0,3,5.666666666666667,0.5773502691896257,41,Anna Trebunskaya,TV Personality,Pennsylvania,United States,Eliminated Week 5,8,,Eliminated,5.0,1,30,0.07834101382488479,-0.4171898534736916,6.0
13,Carson Kressley,2,18.0,3,6.0,0.0,41,Anna Trebunskaya,TV Personality,Pennsylvania,United States,Eliminated Week 5,8,,Eliminated,5.0,1,30,0.08071748878923767,-1.2198750911856668,5.0
13,Carson Kressley,3,23.0,3,7.666666666666667,0.5773502691896257,41,Anna Trebunskaya,TV Personality,Pennsylvania,United States,Eliminated Week 5,8,,Eliminated,5.0,1,30,0.0970464135021097,-0.28090032386679453,4.0
13,Carson Kressley,4,20.0,3,6.666666666666667,0.5773502691896257,41,Anna Trebunskaya,TV Personality,Pennsylvania,United States,Eliminated Week 5,8,,Eliminated,5.0,1,30,0.09569377990430622,-1.1761053031980282,6.0
13,Carson Kressley,5,19.0,3,6.333333333333333,0.5773502691896258,41,Anna Trebunskaya,TV Personality,Pennsylvania,United States,Eliminated Week 5,8,,Eliminated,5.0,1,30,0.10106382978723404,-1.7320508075688772,6.0
13,Carson Kressley,6,,0,,,41,Anna Trebunskaya,TV Personality,Pennsylvania,United States,Eliminated Week 5,8,,Eliminated,5.0,0,0,,,
13,Carson Kressley,7,,0,,,41,Anna Trebunskaya,TV Personality,Pennsylvania,United States,Eliminated Week 5,8,,Eliminated,5.0,0,0,,,
13,Carson Kressley,8,,0,,,41,Anna Trebunskaya,TV Personality,Pennsylvania,United States,Eliminated Week 5,8,,Eliminated,5.0,0,0,,,
