Season,Week,Celebrity,Rank_mean_sigma0.3,Rank_mean_sigma0.5,Rank_mean_sigma1,Rank_mean_existing,Delta_mean_0.3_minus_0.5,Delta_mean_1_minus_0.5
10,3,Erin Andrews,5.405,7.176666666666667,6.336666666666667,4.603,-1.771666667,-0.84
10,3,Evan Lysacek,1.0016666666666667,1.725,1.1183333333333334,1.104,-0.723333333,-0.606666667
10,3,Jake Pavelka,5.216666666666667,5.758333333333334,5.983333333333333,8.847,-0.541666667,0.22499999999999964
10,3,Kate Gosselin,9.035,8.971666666666666,6.626666666666667,6.548,0.06333333333333435,-2.345
10,3,Nicole Scherzinger,3.895,2.6466666666666665,4.508333333333334,4.128,1.2483333333333335,1.8616666666666672
10,3,Niecy Nash,4.02,4.475,3.6166666666666667,2.859,-0.455,-0.858333333
10,3,Pamela Anderson,4.19,4.536666666666667,5.215,4.837,-0.346666667,0.6783333333333328
10,4,Aiden Turner,8.67,8.421666666666667,7.971666666666667,8.36,0.24833333333333307,-0.45
10,4,Chad Ochocinco,5.691666666666666,4.595,3.8033333333333332,4.944,1.0966666666666667,-0.791666667
10,4,Erin Andrews,6.525,4.571666666666666,5.583333333333333,4.952,1.953333333333334,1.0116666666666667
10,4,Evan Lysacek,1.1683333333333332,1.34,2.5083333333333333,4.343,-0.171666667,1.1683333333333332
10,4,Jake Pavelka,5.2683333333333335,6.488333333333333,5.22,5.651,-1.22,-1.268333333
10,4,Kate Gosselin,7.131666666666667,7.526666666666666,6.381666666666667,5,-0.395,-1.145
10,4,Nicole Scherzinger,2.3833333333333333,2.9833333333333334,4.761666666666667,3.12,-0.6,1.7783333333333333
10,4,Niecy Nash,5.59,6.06,6.823333333333333,5.426,-0.47,0.7633333333333336
10,4,Pamela Anderson,2.5716666666666668,3.013333333333333,1.9466666666666668,3.204,-0.441666667,-1.066666667
10,5,Chad Ochocinco,6.155,6.405,5.591666666666667,3.961,-0.25,-0.813333333
10,5,Erin Andrews,4.703333333333333,5.22,4.006666666666667,4.31,-0.516666667,-1.213333333
10,5,Evan Lysacek,1.355,1.9633333333333334,2.1233333333333335,4.106,-0.608333333,0.16000000000000014
10,5,Jake Pavelka,3.3933333333333335,3.546666666666667,3.5433333333333334,5.308,-0.153333333,-0.003333333
10,5,Kate Gosselin,8,7.986666666666666,7.991666666666666,7.625,0.013333333333333641,0.004999999999999893
10,5,Nicole Scherzinger,2.408333333333333,2.7733333333333334,3.3533333333333335,3.84,-0.365,0.5800000000000001
10,5,Niecy Nash,5.116666666666666,5.165,5.726666666666667,4.428,-0.048333333,0.5616666666666665
10,5,Pamela Anderson,4.868333333333333,2.94,3.6633333333333336,2.422,1.9283333333333332,0.7233333333333336
10,6,Chad Ochocinco,2.295,4.15,2.6733333333333333,2.317,-1.855,-1.476666667
10,6,Erin Andrews,2.82,2.7883333333333336,3.055,2.692,0.03166666666666629,0.2666666666666666
10,6,Evan Lysacek,4.67,3.223333333333333,2.1366666666666667,2.914,1.4466666666666668,-1.086666667
10,6,Jake Pavelka,7,6.995,6.75,6.413,0.004999999999999893,-0.245
10,6,Nicole Scherzinger,1.44,1.4433333333333334,4.4783333333333335,3.765,-0.003333333,3.035
10,6,Niecy Nash,5.611666666666666,5.74,4.923333333333333,5.244,-0.128333333,-0.816666667
10,6,Pamela Anderson,4.163333333333333,3.66,3.9833333333333334,4.655,0.503333333333333,0.32333333333333325
10,7,Chad Ochocinco,3.808333333333333,3.5533333333333332,2.8983333333333334,2.675,0.2549999999999999,-0.655
10,7,Erin Andrews,3.285,2.671666666666667,2.88,3.532,0.6133333333333333,0.20833333333333304
10,7,Evan Lysacek,3.8433333333333333,5.08,4.443333333333333,3.819,-1.236666667,-0.636666667
10,7,Nicole Scherzinger,1.4983333333333333,1.6966666666666668,2.3666666666666667,3.915,-0.198333333,0.6699999999999999
10,7,Niecy Nash,5,3.93,4.361666666666666,3.65,1.0699999999999998,0.4316666666666662
10,7,Pamela Anderson,3.565,4.068333333333333,4.05,3.409,-0.503333333,-0.018333333
10,8,Chad Ochocinco,4.413333333333333,4.6433333333333335,3.26,2.621,-0.23,-1.383333333
10,8,Erin Andrews,2.5016666666666665,1.8283333333333334,2.841666666666667,3.308,0.6733333333333331,1.0133333333333334
10,8,Evan Lysacek,2.236666666666667,2.8333333333333335,2.6566666666666667,2.93,-0.596666667,-0.176666667
10,8,Nicole Scherzinger,1.2616666666666667,1.3433333333333333,1.2416666666666667,1.428,-0.081666667,-0.101666667
10,8,Niecy Nash,4.586666666666667,4.351666666666667,5,4.713,0.23500000000000032,0.6483333333333334
10,9,Chad Ochocinco,3.9566666666666666,3.7866666666666666,3.0183333333333335,3.282,0.16999999999999993,-0.768333333
10,9,Erin Andrews,2.0816666666666666,2.46,2.8633333333333333,2.403,-0.378333333,0.4033333333333333
10,9,Evan Lysacek,2.5283333333333333,2.4766666666666666,2.79,2.994,0.05166666666666675,0.31333333333333346
10,9,Nicole Scherzinger,1.4333333333333333,1.2766666666666666,1.3283333333333334,1.321,0.15666666666666673,0.05166666666666675
11,1,Audrina Patridge,6.868333333333333,6.755,4.75,5.945,0.11333333333333329,-2.005
11,1,Brandy,2.17,2.2383333333333333,5.51,5.302,-0.068333333,3.2716666666666665
11,1,Bristol Palin,7.87,8.051666666666666,7.425,7.807,-0.181666667,-0.626666667
11,1,David Hasselhoff,9.603333333333333,9.241666666666667,7.206666666666667,5.607,0.36166666666666636,-2.035
11,1,Florence Henderson,6.783333333333333,7.461666666666667,7.8566666666666665,7.509,-0.678333333,0.3949999999999996
11,1,Jennifer Grey,2.0883333333333334,2.375,3.3366666666666664,5.013,-0.286666667,0.9616666666666664
11,1,Kurt Warner,3.14,3.8066666666666666,2.86,2.563,-0.666666667,-0.946666667
11,1,Kyle Massey,3.7266666666666666,4.033333333333333,7.835,5.555,-0.306666667,3.8016666666666667
11,1,Margaret Cho,9.635,8.56,7.03,7.176,1.0749999999999993,-1.53
11,1,Michael Bolton,11.943333333333333,12,11.998333333333333,11.994,-0.056666667,-0.001666667
11,1,Rick Fox,4.273333333333333,4.015,3.993333333333333,4.285,0.25833333333333375,-0.021666667
11,1,The Situation,9.898333333333333,9.461666666666666,8.198333333333334,9.244,0.4366666666666674,-1.263333333
11,2,Audrina Patridge,3.0216666666666665,3.7583333333333333,3.97,6.22,-0.736666667,0.2116666666666669
11,2,Brandy,5.823333333333333,4.673333333333333,4.75,5.561,1.1500000000000004,0.0766666666666671
11,2,Bristol Palin,3.7983333333333333,4.66,5.566666666666666,7.254,-0.861666667,0.9066666666666663
11,2,Florence Henderson,8.261666666666667,7.951666666666667,6.918333333333333,7.13,0.3099999999999996,-1.033333333
11,2,Jennifer Grey,1.0016666666666667,1.8416666666666666,2.9816666666666665,5.58,-0.84,1.14
11,2,Kurt Warner,6.593333333333334,6.736666666666666,4.263333333333334,4.425,-0.143333333,-2.473333333
11,2,Kyle Massey,4.296666666666667,4.163333333333333,5.15,4.648,0.13333333333333375,0.9866666666666672
11,2,Margaret Cho,8.618333333333334,8.675,8.296666666666667,7.073,-0.056666667,-0.378333333
11,2,Michael Bolton,10.95,9.98,8.096666666666666,5.437,0.9699999999999989,-1.883333333
11,2,Rick Fox,4.085,3.6216666666666666,5.6466666666666665,2.725,0.4633333333333334,2.025
11,2,The Situation,9.55,9.938333333333333,10.36,9.947,-0.388333333,0.42166666666666686
11,3,Audrina Patridge,1.1333333333333333,1.015,1.605,1.808,0.1183333333333334,0.5900000000000001
11,3,Brandy,4.13,4.28,5.523333333333333,6.64,-0.15,1.2433333333333332
11,3,Bristol Palin,9.093333333333334,8.603333333333333,8.576666666666666,7.897,0.4900000000000002,-0.026666667
11,3,Florence Henderson,6.858333333333333,6.993333333333333,5.573333333333333,4.235,-0.135,-1.42
11,3,Jennifer Grey,3.635,2.783333333333333,3.2916666666666665,5.643,0.8516666666666666,0.5083333333333333
11,3,Kurt Warner,5.013333333333334,4.693333333333333,5.038333333333333,4.019,0.3200000000000003,0.34499999999999975
11,3,Kyle Massey,4.213333333333333,4.533333333333333,5.4,7.483,-0.32,0.8666666666666671
11,3,Margaret Cho,8.463333333333333,8.686666666666667,7.03,6.032,-0.223333333,-1.656666667
11,3,Rick Fox,3.0933333333333333,3.7083333333333335,3.013333333333333,2.265,-0.615,-0.695
11,3,The Situation,9.366666666666667,9.703333333333333,9.948333333333334,8.978,-0.336666667,0.245000000000001
11,4,Audrina Patridge,3.7216666666666667,4.306666666666667,4.88,4.488,-0.585,0.5733333333333333
11,4,Brandy,1.7833333333333334,1.6883333333333332,2.8,1.991,0.0950000000000002,1.1116666666666666
11,4,Bristol Palin,7.553333333333334,7.5,6.36,5.157,0.05333333333333368,-1.14
11,4,Florence Henderson,4.62,4.2,2.28,2.595,0.41999999999999993,-1.92
11,4,Jennifer Grey,1.2166666666666666,1.4466666666666668,3.1283333333333334,4.662,-0.23,1.6816666666666666
11,4,Kurt Warner,5.928333333333334,5.9783333333333335,7.073333333333333,6.355,-0.05,1.0949999999999998
11,4,Kyle Massey,5.545,5.43,4.683333333333334,5.689,0.11500000000000021,-0.746666667
11,4,Rick Fox,5.67,5.621666666666667,5.275,5.25,0.048333333333332895,-0.346666667
11,4,The Situation,8.961666666666666,8.828333333333333,8.52,8.813,0.13333333333333286,-0.308333333
11,5,Audrina Patridge,4.175,4.8566666666666665,4.988333333333333,6.068,-0.681666667,0.13166666666666682
11,5,Brandy,1.8166666666666667,1.5916666666666666,3.5816666666666666,3.762,0.2250000000000001,1.99
11,5,Bristol Palin,6.935,6.68,6.4783333333333335,4.723,0.2549999999999999,-0.201666667
11,5,Florence Henderson,6.283333333333333,5.918333333333333,5.85,5.041,0.3650000000000002,-0.068333333
11,5,Jennifer Grey,3.28,3.5183333333333335,2.715,2.757,-0.238333333,-0.803333333
11,5,Kurt Warner,4.461666666666667,5.265,4.57,5.229,-0.803333333,-0.695
11,5,Kyle Massey,6.763333333333334,5.723333333333334,5.656666666666666,4.405,1.04,-0.066666667
11,5,Rick Fox,2.285,2.4466666666666668,2.16,4.015,-0.161666667,-0.286666667
11,6,Audrina Patridge,1.5,1.7783333333333333,2.2,2.29,-0.278333333,0.42166666666666686
11,6,Brandy,2.026666666666667,2,3.465,3.799,0.02666666666666684,1.4649999999999999
11,6,Bristol Palin,4.45,4.295,2.8983333333333334,4.077,0.15500000000000025,-1.396666667
11,6,Jennifer Grey,4.67,4.175,3.9466666666666668,3.858,0.4950000000000001,-0.228333333
11,6,Kurt Warner,7,7,6.608333333333333,5.596,0,-0.391666667
11,6,Kyle Massey,3.808333333333333,3.82,4.123333333333333,4.193,-0.011666667,0.30333333333333323
11,6,Rick Fox,4.545,4.931666666666667,4.758333333333334,4.187,-0.386666667,-0.173333333
11,7,Brandy,2.078333333333333,2.078333333333333,1.385,1.391,0,-0.693333333
11,7,Bristol Palin,4.111666666666666,3.86,3.6366666666666667,3.149,0.2516666666666665,-0.223333333
11,7,Jennifer Grey,2.9566666666666666,3.5016666666666665,4.105,2.889,-0.545,0.6033333333333339
11,7,Kurt Warner,3,3.1566666666666667,3.795,5.226,-0.156666667,0.6383333333333332
11,7,Kyle Massey,5.011666666666667,5.115,4.538333333333333,3.575,-0.103333333,-0.576666667
11,7,Rick Fox,3.841666666666667,3.2883333333333336,3.54,4.77,0.5533333333333332,0.2516666666666665
11,8,Brandy,2.9833333333333334,2.715,2.3716666666666666,2.475,0.26833333333333353,-0.343333333
11,8,Bristol Palin,4.433333333333334,4.471666666666667,4.395,4.577,-0.038333333,-0.076666667
11,8,Jennifer Grey,1.6316666666666666,2.285,2.7116666666666664,2.525,-0.653333333,0.4266666666666663
11,8,Kurt Warner,4.566666666666666,4.528333333333333,4.333333333333333,4.423,0.03833333333333311,-0.195
11,8,Kyle Massey,1.385,1,1.1883333333333332,1,0.385,0.18833333333333324
11,9,Brandy,2.105,2.0033333333333334,2.3116666666666665,2.302,0.10166666666666657,0.3083333333333331
11,9,Bristol Palin,4,4,3.97,3.677,0,-0.03
11,9,Jennifer Grey,1.9883333333333333,1.9966666666666666,2.41,2.821,-0.008333333,0.41333333333333355
11,9,Kyle Massey,1.9066666666666667,2,1.3083333333333333,1.2,-0.093333333,-0.691666667
12,2,Chelsea Kane,8.765,8.461666666666666,8.923333333333334,10.213,0.30333333333333456,0.4616666666666678
12,2,Chris Jericho,2.058333333333333,1.3683333333333334,3.7616666666666667,7.295,0.6899999999999997,2.3933333333333335
12,2,Hines Ward,5.053333333333334,5.185,5.183333333333334,6.61,-0.131666667,-0.001666667
12,2,Kendra Wilkinson,6.03,6.628333333333333,5.456666666666667,3.561,-0.598333333,-1.171666667
12,2,Kirstie Alley,5.29,3.7316666666666665,3.5033333333333334,5.076,1.5583333333333336,-0.228333333
12,2,Mike Catherwood,8.77,8.333333333333334,7.816666666666666,4.818,0.43666666666666565,-0.516666667
12,2,Petra Nemcova,7.291666666666667,7.605,7.126666666666667,5.106,-0.313333333,-0.478333333
12,2,Ralph Macchio,4.386666666666667,5.371666666666667,6.05,5.634,-0.985,0.6783333333333328
12,2,Romeo,2.3383333333333334,3.006666666666667,5.108333333333333,5.201,-0.668333333,2.1016666666666666
12,2,Sugar Ray Leonard,6.588333333333333,6.568333333333333,3.285,4.707,0.019999999999999574,-3.283333333
12,2,Wendy Williams,9.428333333333333,9.74,9.785,7.779,-0.311666667,0.04499999999999993
12,3,Chelsea Kane,2.8,3.1216666666666666,7.405,6.869,-0.321666667,4.283333333333333
12,3,Chris Jericho,7.18,8.665,8.095,9.349,-1.485,-0.57
12,3,Hines Ward,1.4483333333333333,1.2066666666666668,2.34,4.783,0.24166666666666647,1.133333333333333
12,3,Kendra Wilkinson,6.611666666666666,7.956666666666667,6.698333333333333,3.715,-1.345,-1.258333333
12,3,Kirstie Alley,5.208333333333333,4.746666666666667,2.5866666666666664,2.65,0.461666666666666,-2.16
12,3,Petra Nemcova,3.0766666666666667,4.128333333333333,5.6466666666666665,6.565,-1.051666667,1.5183333333333335
12,3,Ralph Macchio,4.941666666666666,4.608333333333333,6.095,7.769,0.33333333333333304,1.4866666666666664
12,3,Romeo,6.696666666666666,5.245,6.238333333333333,4.469,1.4516666666666662,0.9933333333333332
12,3,Sugar Ray Leonard,7.168333333333333,7.325,3.2483333333333335,2.156,-0.156666667,-4.076666667
12,3,Wendy Williams,9.868333333333334,7.996666666666667,6.6466666666666665,6.675,1.871666666666667,-1.35
12,4,Chelsea Kane,3.9616666666666664,3.118333333333333,4.955,6.275,0.8433333333333333,1.836666666666667
12,4,Chris Jericho,5.935,6.8966666666666665,4.901666666666666,5.93,-0.961666667,-1.995
12,4,Hines Ward,2.6,4.735,4.625,3.522,-2.135,-0.11
12,4,Kendra Wilkinson,8.463333333333333,7.49,7.503333333333333,7.355,0.9733333333333327,0.013333333333332753
12,4,Kirstie Alley,5.198333333333333,5.89,5.385,5.528,-0.691666667,-0.505
12,4,Petra Nemcova,3.6466666666666665,3.27,3.515,4.943,0.3766666666666665,0.2450000000000001
12,4,Ralph Macchio,4.136666666666667,4.211666666666667,5.04,3.299,-0.075,0.8283333333333331
12,4,Romeo,4.326666666666667,2.9983333333333335,2.8783333333333334,4.204,1.3283333333333336,-0.12
12,4,Sugar Ray Leonard,6.7316666666666665,6.39,6.196666666666666,3.944,0.3416666666666668,-0.193333333
12,5,Chelsea Kane,3.7583333333333333,3.93,3.171666666666667,2.495,-0.171666667,-0.758333333
12,5,Chris Jericho,3.6233333333333335,4.03,4.443333333333333,4.46,-0.406666667,0.4133333333333331
12,5,Hines Ward,1.8383333333333334,2.5166666666666666,3.43,4.181,-0.678333333,0.9133333333333336
12,5,Kendra Wilkinson,5.445,6.836666666666667,4.903333333333333,5.624,-1.391666667,-1.933333333
12,5,Kirstie Alley,7.323333333333333,6.705,6.85,6.088,0.6183333333333332,0.14499999999999957
12,5,Petra Nemcova,7.241666666666666,6.555,6.366666666666666,6.5,0.6866666666666665,-0.188333333
12,5,Ralph Macchio,4.675,3.535,5.235,3.964,1.1399999999999997,1.7000000000000002
12,5,Romeo,2.095,1.8916666666666666,1.6,2.688,0.2033333333333336,-0.291666667
12,6,Chelsea Kane,2.63,3.0233333333333334,2.3,2.277,-0.393333333,-0.723333333
12,6,Chris Jericho,6.328333333333333,6.008333333333334,5.871666666666667,5.098,0.3199999999999994,-0.136666667
12,6,Hines Ward,2.3633333333333333,1.9833333333333334,1.6983333333333333,2.382,0.3799999999999999,-0.285
12,6,Kendra Wilkinson,6.4783333333333335,6.846666666666667,6.341666666666667,4.901,-0.368333333,-0.505
12,6,Kirstie Alley,3.105,2.835,4.578333333333333,4.501,0.27,1.7433333333333332
12,6,Ralph Macchio,4.831666666666667,4.951666666666667,3.263333333333333,5.217,-0.12,-1.688333333
12,6,Romeo,2.263333333333333,2.3516666666666666,3.9466666666666668,3.624,-0.088333333,1.5950000000000002
12,7,Chelsea Kane,2.9883333333333333,3.3583333333333334,3.1366666666666667,2.641,-0.37,-0.221666667
12,7,Hines Ward,1.8683333333333334,1.735,1.265,3.758,0.1333333333333333,-0.47
12,7,Kendra Wilkinson,4.911666666666667,4.31,4.82,4.004,0.6016666666666675,0.5100000000000007
12,7,Kirstie Alley,3.236666666666667,3.7383333333333333,3.58,3.801,-0.501666667,-0.158333333
12,7,Ralph Macchio,3.2316666666666665,4,4.453333333333333,3.555,-0.768333333,0.45333333333333314
12,7,Romeo,4.763333333333334,3.8583333333333334,3.745,3.241,0.9050000000000002,-0.113333333
12,8,Chelsea Kane,2.335,3.486666666666667,2.6883333333333335,2.921,-1.151666667,-0.798333333
12,8,Hines Ward,1.1416666666666666,2.138333333333333,1.7083333333333333,2.42,-0.996666667,-0.43
12,8,Kirstie Alley,3.51,3.19,2.546666666666667,3.251,0.31999999999999984,-0.643333333
12,8,Ralph Macchio,4.066666666666666,3.6666666666666665,3.365,2.641,0.3999999999999999,-0.301666667
12,8,Romeo,3.9466666666666668,2.5183333333333335,4.691666666666666,3.767,1.4283333333333332,2.173333333333333
12,9,Chelsea Kane,1.14,1.125,1.2166666666666666,1.025,0.014999999999999902,0.09166666666666656
12,9,Hines Ward,2.0216666666666665,1.8783333333333334,1.9483333333333333,2.484,0.1433333333333331,0.06999999999999984
12,9,Kirstie Alley,3.4833333333333334,3.1633333333333336,3.651666666666667,3.176,0.31999999999999984,0.4883333333333333
12,9,Ralph Macchio,3.355,3.8333333333333335,3.183333333333333,3.315,-0.478333333,-0.65
13,1,Carson Kressley,8.035,7.818333333333333,5.873333333333333,6.291,0.21666666666666679,-1.945
13,1,Chaz Bono,7.165,7.051666666666667,7.251666666666667,6.831,0.11333333333333329,0.20000000000000018
13,1,Chynna Phillips,3.703333333333333,3.881666666666667,4.766666666666667,6.519,-0.178333333,0.8849999999999998
13,1,David Arquette,5.395,5.501666666666667,4.333333333333333,4.058,-0.106666667,-1.168333333
13,1,Elisabetta Canalis,9.598333333333333,10.405,8.985,8.298,-0.806666667,-1.42
13,1,Hope Solo,2.2916666666666665,3.01,4.315,5.84,-0.718333333,1.3050000000000006
13,1,J.R. Martinez,1.27,1.6466666666666667,1.7666666666666666,1.556,-0.376666667,0.11999999999999988
13,1,Kristin Cavallari,6.238333333333333,7.165,10.038333333333334,6.656,-0.926666667,2.873333333333334
13,1,Metta World Peace (Ron),10.445,8.54,7.35,6.234,1.9050000000000011,-1.19
13,1,Nancy Grace,11.955,12,11.998333333333333,11.984,-0.045,-0.001666667
13,1,Ricki Lake,4.571666666666666,4.39,5.07,5.568,0.18166666666666664,0.6800000000000006
13,1,Rob Kardashian,7.331666666666667,6.59,6.251666666666667,8.165,0.7416666666666671,-0.338333333
13,2,Carson Kressley,8.011666666666667,7.958333333333333,6.878333333333333,7.675,0.05333333333333368,-1.08
13,2,Chaz Bono,9.381666666666666,7.916666666666667,6.29,6.282,1.464999999999999,-1.626666667
13,2,Chynna Phillips,4.276666666666666,4.701666666666667,5.818333333333333,8.321,-0.425,1.1166666666666663
13,2,David Arquette,9.756666666666666,8.505,7.161666666666667,7.537,1.2516666666666652,-1.343333333
13,2,Elisabetta Canalis,3.408333333333333,3.5566666666666666,4.171666666666667,6.344,-0.148333333,0.6150000000000002
13,2,Hope Solo,8.44,8.18,6.776666666666666,4.987,0.2599999999999998,-1.403333333
13,2,J.R. Martinez,3.921666666666667,4.276666666666666,5.773333333333333,4.34,-0.355,1.496666666666667
13,2,Kristin Cavallari,6.116666666666666,6.87,6.653333333333333,6.593,-0.753333333,-0.216666667
13,2,Nancy Grace,3.4366666666666665,3.0533333333333332,2.5766666666666667,1.82,0.3833333333333333,-0.476666667
13,2,Ricki Lake,1.72,1.7016666666666667,4.175,3.18,0.018333333333333313,2.473333333333333
13,2,Rob Kardashian,7.53,9.28,9.725,8.921,-1.75,0.4450000000000003
13,3,Carson Kressley,5.048333333333333,3.8783333333333334,4.425,1.492,1.1699999999999995,0.5466666666666664
13,3,Chaz Bono,10,9.781666666666666,8.825,7.638,0.2183333333333337,-0.956666667
13,3,Chynna Phillips,4.59,4.903333333333333,5.793333333333333,5.749,-0.313333333,0.8899999999999997
13,3,David Arquette,5.446666666666666,5.096666666666667,4.44,4.647,0.34999999999999964,-0.656666667
13,3,Hope Solo,4.575,3.8116666666666665,3.9033333333333333,5.644,0.7633333333333336,0.09166666666666679
13,3,J.R. Martinez,3.085,4.138333333333334,4.928333333333334,4.417,-1.053333333,0.79
13,3,Kristin Cavallari,4.071666666666666,4.915,5.511666666666667,7.647,-0.843333333,0.5966666666666667
13,3,Nancy Grace,8.241666666666667,8.418333333333333,6.1033333333333335,7.273,-0.176666667,-2.315
13,3,Ricki Lake,1.4616666666666667,1.3916666666666666,1.57,2.348,0.07000000000000006,0.17833333333333345
13,3,Rob Kardashian,8.48,8.665,9.5,8.145,-0.185,0.8350000000000009
13,4,Carson Kressley,8.121666666666666,7.948333333333333,7.928333333333334,4.767,0.1733333333333329,-0.02
13,4,Chaz Bono,4.705,4.118333333333333,4.718333333333334,3.504,0.5866666666666669,0.6000000000000005
13,4,Chynna Phillips,7.953333333333333,7.191666666666666,4.841666666666667,4.784,0.7616666666666667,-2.35
13,4,David Arquette,3.2483333333333335,2.625,1.6683333333333332,1.572,0.6233333333333335,-0.956666667
13,4,Hope Solo,3.243333333333333,3.408333333333333,4.648333333333333,6.893,-0.165,1.2400000000000002
13,4,J.R. Martinez,1.9366666666666668,2.275,3.4516666666666667,5.088,-0.338333333,1.1766666666666667
13,4,Nancy Grace,7.623333333333333,7.726666666666667,5.806666666666667,6.1,-0.103333333,-1.92
13,4,Ricki Lake,2.8633333333333333,4.461666666666667,5.006666666666667,4.302,-1.598333333,0.5449999999999999
13,4,Rob Kardashian,5.305,5.245,6.93,7.99,0.05999999999999961,1.6849999999999996
13,5,Carson Kressley,7.593333333333334,7.485,6.42,7.401,0.10833333333333339,-1.065
13,5,Chaz Bono,6.291666666666667,5.45,5.395,4.699,0.8416666666666668,-0.055
13,5,David Arquette,3.138333333333333,3.9466666666666668,4.255,3.585,-0.808333333,0.3083333333333331
13,5,Hope Solo,4.455,4.235,5.778333333333333,4.039,0.21999999999999975,1.543333333333333
13,5,J.R. Martinez,2.216666666666667,2.7,2.533333333333333,3.071,-0.483333333,-0.166666667
13,5,Nancy Grace,5.968333333333334,6.183333333333334,5.571666666666666,5.768,-0.215,-0.611666667
13,5,Ricki Lake,4.206666666666667,3.9516666666666667,4.023333333333333,3.451,0.25500000000000034,0.07166666666666677
13,5,Rob Kardashian,2.13,2.0483333333333333,2.0233333333333334,3.986,0.08166666666666655,-0.025
13,6,Chaz Bono,5.043333333333333,4.636666666666667,4.153333333333333,2.555,0.4066666666666663,-0.483333333
13,6,David Arquette,4.558333333333334,3.8766666666666665,4.011666666666667,4.133,0.6816666666666671,0.13500000000000023
13,6,Hope Solo,5.946666666666666,5.648333333333333,4.07,4.721,0.2983333333333329,-1.578333333
13,6,J.R. Martinez,1.5,1.65,2.5683333333333334,2.472,-0.15,0.9183333333333334
13,6,Nancy Grace,3.6083333333333334,3.9566666666666666,4.485,4.874,-0.348333333,0.5283333333333338
13,6,Ricki Lake,1.78,2.2466666666666666,2.85,3.807,-0.466666667,0.6033333333333335
13,6,Rob Kardashian,5.5633333333333335,5.985,5.861666666666666,5.438,-0.421666667,-0.123333333
13,7,David Arquette,3.5083333333333333,3.2533333333333334,1.9883333333333333,1.662,0.2549999999999999,-1.265
13,7,Hope Solo,2.49,2.3466666666666667,3.155,2.265,0.14333333333333353,0.8083333333333331
13,7,J.R. Martinez,3.8466666666666667,3.9483333333333333,4.361666666666666,3.555,-0.101666667,0.4133333333333331
13,7,Nancy Grace,5.681666666666667,4.998333333333333,5.265,5.457,0.6833333333333336,0.2666666666666666
13,7,Ricki Lake,2.6566666666666667,3.401666666666667,3.2783333333333333,4.113,-0.745,-0.123333333
13,7,Rob Kardashian,2.816666666666667,3.0516666666666667,2.9516666666666667,3.948,-0.235,-0.1
13,8,Hope Solo,3.3966666666666665,3.493333333333333,2.6483333333333334,1.955,-0.096666667,-0.845
13,8,J.R. Martinez,1.305,1.875,2.365,4.214,-0.57,0.4900000000000002
13,8,Nancy Grace,4.623333333333333,4.556666666666667,4.305,3.664,0.06666666666666643,-0.251666667
13,8,Ricki Lake,3.945,3.78,4.456666666666667,4.118,0.16500000000000004,0.6766666666666672
13,8,Rob Kardashian,1.73,1.295,1.225,1.049,0.43500000000000005,-0.07
13,9,Hope Solo,3.32,2.7616666666666667,2.98,2.345,0.5583333333333331,0.21833333333333327
13,9,J.R. Martinez,3.68,3.868333333333333,3.9883333333333333,3.559,-0.188333333,0.1200000000000001
13,9,Ricki Lake,1.5583333333333333,1.5,1.8966666666666667,2.845,0.05833333333333335,0.3966666666666667
13,9,Rob Kardashian,1.4416666666666667,1.87,1.135,1.251,-0.428333333,-0.735
14,2,Donald Driver,6.985,6.961666666666667,8.558333333333334,8.956,0.023333333333333428,1.5966666666666667
14,2,Gavin DeGraw,7.576666666666667,6.293333333333333,5.581666666666667,8.057,1.283333333333334,-0.711666667
14,2,Gladys Knight,11.418333333333333,11.05,11.495,4.593,0.3683333333333323,0.4449999999999985
14,2,Jack Wagner,4.158333333333333,2.118333333333333,3.2866666666666666,3.869,2.04,1.1683333333333334
14,2,Jaleel White,7.091666666666667,9.77,5.533333333333333,5.164,-2.678333333,-4.236666667
14,2,Katherine Jenkins,4.348333333333334,5.051666666666667,6.773333333333333,8.076,-0.703333333,1.7216666666666667
14,2,Maria Menounos,1.6616666666666666,3.165,2.9483333333333333,2.702,-1.503333333,-0.216666667
14,2,Martina Navratilova,11.463333333333333,10.036666666666667,7.9816666666666665,6.129,1.4266666666666659,-2.055
14,2,Melissa Gilbert,6.861666666666666,7.023333333333333,6.448333333333333,6.113,-0.161666667,-0.575
14,2,Roshon Fegan,4.715,3.6733333333333333,5.546666666666667,7.258,1.0416666666666665,1.8733333333333335
14,2,Sherri Sheperd,7.991666666666666,7.215,5.381666666666667,9.049,0.7766666666666664,-1.833333333
14,2,William Levy,3.7283333333333335,5.641666666666667,8.465,8.034,-1.913333333,2.8233333333333333
14,3,Donald Driver,4.461666666666667,6.368333333333333,4.111666666666666,5.765,-1.906666667,-2.256666667
14,3,Gavin DeGraw,8.706666666666667,6.526666666666666,7.26,8.472,2.1800000000000006,0.7333333333333334
14,3,Gladys Knight,9.658333333333333,10.138333333333334,9.416666666666666,9.444,-0.48,-0.721666667
14,3,Jack Wagner,8.633333333333333,8.213333333333333,8.331666666666667,7.026,0.41999999999999993,0.11833333333333407
14,3,Jaleel White,6.446666666666666,9.358333333333333,7.493333333333333,3.85,-2.911666667,-1.865
14,3,Katherine Jenkins,3.0833333333333335,4.218333333333334,5.665,4.589,-1.135,1.4466666666666663
